total,cx_pipiens,an_maculipennis,an_claviger,cs_annulata,row,site,plot,location,dip_point,easting,northing,landcover,cleared,width,waterboard,exposure,management,shaded,edgedepth,centredepth,buttercup,grass,clover,carex,juncus,marsh_marigold,meadow_sweet,nettles,thistle,water_mint,birch,alder,dog_rose,hawthorn,oak,willow,ladies_frock,wtemp,turbidity,salinity,do,ph,year,season,total_cover,cover_emergent,cover_surface,cover_vertical,mean_height,height_emergent,height_surface,height_vertical
0,0,0,0,0,641,91,1,King Sedgemoor,1,341459.5,133596.5,rough pasture,0,1.2,0.35,2,3,0.9,5,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.28,0.889,0.69,165.2,6.68,2009,3,0.8433950616666667,0,0.8044444444444444,0.03895061722222222,78.51851851851852,0,0.8044444444444444,0.03895061722222222
5,0,0,0,5,642,91,1,King Sedgemoor,2,341459.5,133596.5,rough pasture,0,1.2,0.35,2,3,0.8,10,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.8433950616666667,0,0.8044444444444444,0.03895061722222222,78.51851851851852,0,0.8044444444444444,0.03895061722222222
267,0,1,1,265,643,91,1,King Sedgemoor,3,341459.5,133596.5,rough pasture,0,1.2,0.35,2,3,0.9,20,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.22,0.826,0.64,165.6,6.9,2009,3,0.8433950616666667,0,0.8044444444444444,0.03895061722222222,78.51851851851852,0,0.8044444444444444,0.03895061722222222
1,0,0,0,1,644,91,1,King Sedgemoor,4,341459.5,133596.5,rough pasture,0,1.2,0.35,2,3,0.7,5,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.8433950616666667,0,0.8044444444444444,0.03895061722222222,78.51851851851852,0,0.8044444444444444,0.03895061722222222
0,0,0,0,0,645,91,1,King Sedgemoor,5,341459.5,133596.5,rough pasture,0,1.2,0.35,2,3,0.8,5,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0.801,0.62,165.1,7,2009,3,0.8433950616666667,0,0.8044444444444444,0.03895061722222222,78.51851851851852,0,0.8044444444444444,0.03895061722222222
0,0,0,0,0,646,91,1,King Sedgemoor,6,341459.5,133596.5,rough pasture,0,1.2,0.35,2,3,0.7,5,15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.8433950616666667,0,0.8044444444444444,0.03895061722222222,78.51851851851852,0,0.8044444444444444,0.03895061722222222
0,0,0,0,0,647,91,2,King Sedgemoor,1,341277.5,133618.5,rough pasture,0,1.8,0.6,1,3,0.25,10,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.5,0.945,0.73,154,7.24,2009,3,0.8188888888888889,0.005555555555555556,0.605,0.20833333333333334,44.416666666666664,0.005555555555555556,0.605,0.20833333333333334
0,0,0,0,0,648,91,2,King Sedgemoor,2,341277.5,133618.5,rough pasture,0,1.8,0.6,4,3,0.5,5,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.8188888888888889,0.005555555555555556,0.605,0.20833333333333334,44.416666666666664,0.005555555555555556,0.605,0.20833333333333334
1,0,0,0,1,649,91,2,King Sedgemoor,3,341277.5,133618.5,rough pasture,0,1.8,0.6,1,3,0.3,5,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.54,0.95,0.74,145,7.28,2009,3,0.8188888888888889,0.005555555555555556,0.605,0.20833333333333334,44.416666666666664,0.005555555555555556,0.605,0.20833333333333334
0,0,0,0,0,650,91,2,King Sedgemoor,4,341277.5,133618.5,rough pasture,0,1.8,0.6,4,3,0.5,10,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.8188888888888889,0.005555555555555556,0.605,0.20833333333333334,44.416666666666664,0.005555555555555556,0.605,0.20833333333333334
0,0,0,0,0,651,91,2,King Sedgemoor,5,341277.5,133618.5,rough pasture,0,1.8,0.6,1,3,0.3,5,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.2,0.948,0.74,139.8,7.34,2009,3,0.8188888888888889,0.005555555555555556,0.605,0.20833333333333334,44.416666666666664,0.005555555555555556,0.605,0.20833333333333334
0,0,0,0,0,652,91,2,King Sedgemoor,6,341277.5,133618.5,rough pasture,0,1.8,0.6,4,3,0.7,5,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.8188888888888889,0.005555555555555556,0.605,0.20833333333333334,44.416666666666664,0.005555555555555556,0.605,0.20833333333333334
0,0,0,0,0,653,91,3,King Sedgemoor,1,341110.5,133555,rough pasture,0,1.3,0.3,4,3,0.45,5,20,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.44,0.894,0.69,137.9,7.13,2009,3,1,0,0.45,0.55,110,0,0.45,0.55
0,0,0,0,0,654,91,3,King Sedgemoor,2,341110.5,133555,rough pasture,0,1.3,0.3,4,3,0.9,5,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,1,0,0.45,0.55,110,0,0.45,0.55
0,0,0,0,0,655,91,3,King Sedgemoor,3,341110.5,133555,rough pasture,0,1.3,0.3,4,3,0.9,5,20,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.23,0.932,0.72,139.6,7.18,2009,3,1,0,0.45,0.55,110,0,0.45,0.55
0,0,0,0,0,656,91,3,King Sedgemoor,4,341110.5,133555,rough pasture,0,1.3,0.3,4,3,0.9,5,15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,1,0,0.45,0.55,110,0,0.45,0.55
0,0,0,0,0,657,91,3,King Sedgemoor,5,341110.5,133555,rough pasture,0,1.3,0.3,4,3,0.9,5,15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.11,0.872,0.68,148.7,7.25,2009,3,1,0,0.45,0.55,110,0,0.45,0.55
0,0,0,0,0,658,91,3,King Sedgemoor,6,341110.5,133555,rough pasture,0,1.3,0.3,4,3,0.9,5,40,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,1,0,0.45,0.55,110,0,0.45,0.55
0,0,0,0,0,659,91,4,King Sedgemoor,1,341225,133449.5,rough pasture,0,4,0.4,4,3,0.5,30,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.14,0.969,0.75,132.3,7.38,2009,3,0.18611111111111112,0.036111111111111115,0.04444444444444444,0.10555555555555556,29.333333333333332,0.036111111111111115,0.04444444444444444,0.10555555555555556
0,0,0,0,0,660,91,4,King Sedgemoor,2,341225,133449.5,rough pasture,0,4,0.4,4,3,0.7,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.18611111111111112,0.036111111111111115,0.04444444444444444,0.10555555555555556,29.333333333333332,0.036111111111111115,0.04444444444444444,0.10555555555555556
0,0,0,0,0,661,91,4,King Sedgemoor,3,341225,133449.5,rough pasture,0,4,0.4,1,3,0.7,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.03,0.967,0.75,133.2,7.21,2009,3,0.18611111111111112,0.036111111111111115,0.04444444444444444,0.10555555555555556,29.333333333333332,0.036111111111111115,0.04444444444444444,0.10555555555555556
0,0,0,0,0,662,91,4,King Sedgemoor,4,341225,133449.5,rough pasture,0,4,0.4,4,3,0.9,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.18611111111111112,0.036111111111111115,0.04444444444444444,0.10555555555555556,29.333333333333332,0.036111111111111115,0.04444444444444444,0.10555555555555556
0,0,0,0,0,663,91,4,King Sedgemoor,5,341225,133449.5,rough pasture,0,4,0.4,4,3,0.9,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.82,0.972,0.75,134.8,6.98,2009,3,0.18611111111111112,0.036111111111111115,0.04444444444444444,0.10555555555555556,29.333333333333332,0.036111111111111115,0.04444444444444444,0.10555555555555556
0,0,0,0,0,664,91,4,King Sedgemoor,6,341225,133449.5,rough pasture,0,4,0.4,4,3,0.9,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.18611111111111112,0.036111111111111115,0.04444444444444444,0.10555555555555556,29.333333333333332,0.036111111111111115,0.04444444444444444,0.10555555555555556
0,0,0,0,0,665,92,1,Catcott,1,340191,142001.5,rough pasture,0,3.5,0.3,1,3,0.25,40,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.37,0.347,0.26,155.1,6.92,2009,3,0.6820370369444445,0.006975308611111112,0.5445061727777778,0.13055555555555556,39.17708333333333,0.006975308611111112,0.5445061727777778,0.13055555555555556
0,0,0,0,0,666,92,1,Catcott,2,340191,142001.5,rough pasture,0,3.5,0.3,1,3,0.15,45,45,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.6820370369444445,0.006975308611111112,0.5445061727777778,0.13055555555555556,39.17708333333333,0.006975308611111112,0.5445061727777778,0.13055555555555556
4,0,4,0,0,667,92,1,Catcott,3,340191,142001.5,rough pasture,0,3.5,0.3,1,3,0.1,15,70,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.44,0.347,0.26,154.5,6.77,2009,3,0.6820370369444445,0.006975308611111112,0.5445061727777778,0.13055555555555556,39.17708333333333,0.006975308611111112,0.5445061727777778,0.13055555555555556
0,0,0,0,0,668,92,1,Catcott,4,340191,142001.5,rough pasture,0,3.5,0.3,1,3,0.1,45,70,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.6820370369444445,0.006975308611111112,0.5445061727777778,0.13055555555555556,39.17708333333333,0.006975308611111112,0.5445061727777778,0.13055555555555556
0,0,0,0,0,669,92,1,Catcott,5,340191,142001.5,rough pasture,0,3.5,0.3,1,3,0.2,70,70,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0.346,0.26,150.6,6.74,2009,3,0.6820370369444445,0.006975308611111112,0.5445061727777778,0.13055555555555556,39.17708333333333,0.006975308611111112,0.5445061727777778,0.13055555555555556
1,0,1,0,0,670,92,1,Catcott,6,340191,142001.5,rough pasture,0,3.5,0.3,1,3,0.05,35,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.6820370369444445,0.006975308611111112,0.5445061727777778,0.13055555555555556,39.17708333333333,0.006975308611111112,0.5445061727777778,0.13055555555555556
0,0,0,0,0,671,92,2,Catcott,1,340286.5,141980,rough pasture,0,4,0.3,1,3,NA,25,45,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.56,0.354,0.26,153.5,7,2009,3,0.5375,0.002777777777777778,0.39305555555555555,0.14166666666666666,38.85,0.002777777777777778,0.39305555555555555,0.14166666666666666
0,0,0,0,0,672,92,2,Catcott,2,340286.5,141980,rough pasture,0,4,0.3,1,3,NA,20,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.5375,0.002777777777777778,0.39305555555555555,0.14166666666666666,38.85,0.002777777777777778,0.39305555555555555,0.14166666666666666
1,0,1,0,0,673,92,2,Catcott,3,340286.5,141980,rough pasture,0,4,0.3,1,3,NA,15,45,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.95,0.35,0.26,150,7.35,2009,3,0.5375,0.002777777777777778,0.39305555555555555,0.14166666666666666,38.85,0.002777777777777778,0.39305555555555555,0.14166666666666666
0,0,0,0,0,674,92,2,Catcott,4,340286.5,141980,rough pasture,0,4,0.3,1,3,NA,20,45,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.5375,0.002777777777777778,0.39305555555555555,0.14166666666666666,38.85,0.002777777777777778,0.39305555555555555,0.14166666666666666
0,0,0,0,0,675,92,2,Catcott,5,340286.5,141980,rough pasture,0,4,0.3,1,3,NA,12,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.76,0.361,0.27,151.4,7.27,2009,3,0.5375,0.002777777777777778,0.39305555555555555,0.14166666666666666,38.85,0.002777777777777778,0.39305555555555555,0.14166666666666666
0,0,0,0,0,676,92,2,Catcott,6,340286.5,141980,rough pasture,0,4,0.3,1,3,NA,20,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.5375,0.002777777777777778,0.39305555555555555,0.14166666666666666,38.85,0.002777777777777778,0.39305555555555555,0.14166666666666666
0,0,0,0,0,677,92,3,Catcott,1,340135.5,141851,rough pasture,0,5,0.3,1,3,NA,8,20,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16.15,0.46,0.35,148.1,6.75,2009,3,0.20141975305555554,0,0.11808641972222221,0.08333333333333333,59.583333333333336,0,0.11808641972222221,0.08333333333333333
0,0,0,0,0,678,92,3,Catcott,2,340135.5,141851,rough pasture,0,5,0.3,1,3,NA,15,30,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.20141975305555554,0,0.11808641972222221,0.08333333333333333,59.583333333333336,0,0.11808641972222221,0.08333333333333333
0,0,0,0,0,679,92,3,Catcott,3,340135.5,141851,rough pasture,0,5,0.3,1,3,NA,8,30,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16.1,0.416,0.31,149.5,6.76,2009,3,0.20141975305555554,0,0.11808641972222221,0.08333333333333333,59.583333333333336,0,0.11808641972222221,0.08333333333333333
0,0,0,0,0,680,92,3,Catcott,4,340135.5,141851,rough pasture,0,5,0.3,1,3,NA,10,45,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.20141975305555554,0,0.11808641972222221,0.08333333333333333,59.583333333333336,0,0.11808641972222221,0.08333333333333333
0,0,0,0,0,681,92,3,Catcott,5,340135.5,141851,rough pasture,0,5,0.3,1,3,NA,10,40,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15.42,0.4,0.3,154.8,6.67,2009,3,0.20141975305555554,0,0.11808641972222221,0.08333333333333333,59.583333333333336,0,0.11808641972222221,0.08333333333333333
0,0,0,0,0,682,92,3,Catcott,6,340135.5,141851,rough pasture,0,5,0.3,1,3,NA,15,42,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.20141975305555554,0,0.11808641972222221,0.08333333333333333,59.583333333333336,0,0.11808641972222221,0.08333333333333333
0,0,0,0,0,683,92,4,Catcott,1,340180.5,141647,rough pasture,0,2.5,0.3,1,3,NA,50,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.86,0.446,0.33,159.7,7.03,2009,3,0.8250617283333334,0.005555555555555556,0.6514197530555556,0.1680864197222222,50.29761904761905,0.005555555555555556,0.6514197530555556,0.1680864197222222
0,0,0,0,0,684,92,4,Catcott,2,340180.5,141647,rough pasture,0,2.5,0.3,1,3,NA,35,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.8250617283333334,0.005555555555555556,0.6514197530555556,0.1680864197222222,50.29761904761905,0.005555555555555556,0.6514197530555556,0.1680864197222222
0,0,0,0,0,685,92,4,Catcott,3,340180.5,141647,rough pasture,0,2.5,0.3,1,3,NA,50,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.36,0.436,0.33,155.2,6.72,2009,3,0.8250617283333334,0.005555555555555556,0.6514197530555556,0.1680864197222222,50.29761904761905,0.005555555555555556,0.6514197530555556,0.1680864197222222
0,0,0,0,0,686,92,4,Catcott,4,340180.5,141647,rough pasture,0,2.5,0.3,1,3,NA,60,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.8250617283333334,0.005555555555555556,0.6514197530555556,0.1680864197222222,50.29761904761905,0.005555555555555556,0.6514197530555556,0.1680864197222222
0,0,0,0,0,687,92,4,Catcott,5,340180.5,141647,rough pasture,0,2.5,0.3,1,3,NA,60,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.37,0.449,0.34,154.3,7.12,2009,3,0.8250617283333334,0.005555555555555556,0.6514197530555556,0.1680864197222222,50.29761904761905,0.005555555555555556,0.6514197530555556,0.1680864197222222
0,0,0,0,0,688,92,4,Catcott,6,340180.5,141647,rough pasture,0,2.5,0.3,1,3,NA,60,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.8250617283333334,0.005555555555555556,0.6514197530555556,0.1680864197222222,50.29761904761905,0.005555555555555556,0.6514197530555556,0.1680864197222222
0,0,0,0,0,689,93,1,Mark,1,337498.5,147108,pasture,0,2.2,0.8,NA,1,NA,10,40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,0.81,0.63,176.1,6.69,2009,3,0.9388888888888889,0,0.9333333333333333,0.005555555555555556,70,0,0.9333333333333333,0.005555555555555556
0,0,0,0,0,690,93,1,Mark,2,337498.5,147108,pasture,0,2.2,0.8,NA,1,NA,10,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.9388888888888889,0,0.9333333333333333,0.005555555555555556,70,0,0.9333333333333333,0.005555555555555556
0,0,0,0,0,691,93,1,Mark,3,337498.5,147108,pasture,0,2.2,0.8,NA,1,NA,15,40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.18,0.736,0.57,166.4,6.81,2009,3,0.9388888888888889,0,0.9333333333333333,0.005555555555555556,70,0,0.9333333333333333,0.005555555555555556
0,0,0,0,0,692,93,1,Mark,4,337498.5,147108,pasture,0,2.2,0.8,NA,1,NA,35,40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.9388888888888889,0,0.9333333333333333,0.005555555555555556,70,0,0.9333333333333333,0.005555555555555556
0,0,0,0,0,693,93,1,Mark,5,337498.5,147108,pasture,0,2.2,0.8,NA,1,NA,15,40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.08,0.715,0.55,155.8,6.84,2009,3,0.9388888888888889,0,0.9333333333333333,0.005555555555555556,70,0,0.9333333333333333,0.005555555555555556
0,0,0,0,0,694,93,1,Mark,6,337498.5,147108,pasture,0,2.2,0.8,NA,1,NA,12,40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.9388888888888889,0,0.9333333333333333,0.005555555555555556,70,0,0.9333333333333333,0.005555555555555556
28,25,0,0,3,695,93,2,Mark,1,337453,147158.5,pasture,0,0.8,0.8,3,1,NA,10,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.858,0.66,168.1,7.19,2009,3,0.4361111111111111,0,0.4083333333333333,0.02777777777777778,56.666666666666664,0,0.4083333333333333,0.02777777777777778
8,8,0,0,0,696,93,2,Mark,2,337453,147158.5,pasture,0,0.8,0.8,3,1,NA,5,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.4361111111111111,0,0.4083333333333333,0.02777777777777778,56.666666666666664,0,0.4083333333333333,0.02777777777777778
364,288,0,0,76,697,93,2,Mark,3,337453,147158.5,pasture,0,0.8,0.8,3,1,NA,10,40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.71,0.921,0.72,181.4,7.1,2009,3,0.4361111111111111,0,0.4083333333333333,0.02777777777777778,56.666666666666664,0,0.4083333333333333,0.02777777777777778
4,0,0,0,4,698,93,2,Mark,4,337453,147158.5,pasture,0,0.8,0.8,3,1,NA,5,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.4361111111111111,0,0.4083333333333333,0.02777777777777778,56.666666666666664,0,0.4083333333333333,0.02777777777777778
53,24,0,0,29,699,93,2,Mark,5,337453,147158.5,pasture,0,0.8,0.8,3,1,NA,5,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.16,1.159,0.91,176.5,6.66,2009,3,0.4361111111111111,0,0.4083333333333333,0.02777777777777778,56.666666666666664,0,0.4083333333333333,0.02777777777777778
1,1,0,0,0,700,93,2,Mark,6,337453,147158.5,pasture,0,0.8,0.8,3,1,NA,2.5555554999999996,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.4361111111111111,0,0.4083333333333333,0.02777777777777778,56.666666666666664,0,0.4083333333333333,0.02777777777777778
0,0,0,0,0,701,93,3,Mark,1,337184,146987.5,pasture,0,3,0.8,1,1,NA,50,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,0.528,0.4,161.2,6.92,2009,3,0.9166666666666667,0,0.8916666666666667,0.025,80,0,0.8916666666666667,0.025
0,0,0,0,0,702,93,3,Mark,2,337184,146987.5,pasture,0,3,0.8,1,1,NA,30,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.9166666666666667,0,0.8916666666666667,0.025,80,0,0.8916666666666667,0.025
0,0,0,0,0,703,93,3,Mark,3,337184,146987.5,pasture,0,3,0.8,1,1,NA,50,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.75,0.599,0.46,160.7,7.21,2009,3,0.9166666666666667,0,0.8916666666666667,0.025,80,0,0.8916666666666667,0.025
0,0,0,0,0,704,93,3,Mark,4,337184,146987.5,pasture,0,3,0.8,1,1,NA,30,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.9166666666666667,0,0.8916666666666667,0.025,80,0,0.8916666666666667,0.025
0,0,0,0,0,705,93,3,Mark,5,337184,146987.5,pasture,0,3,0.8,1,1,NA,40,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.75,0.35,0.465,160.8,7.37,2009,3,0.9166666666666667,0,0.8916666666666667,0.025,80,0,0.8916666666666667,0.025
0,0,0,0,0,706,93,3,Mark,6,337184,146987.5,pasture,0,3,0.8,1,1,NA,50,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.9166666666666667,0,0.8916666666666667,0.025,80,0,0.8916666666666667,0.025
0,0,0,0,0,707,95,1,Queen's Sedgemoor,1,352080.5,141501.5,rough pasture,0,2.2,0.8,4,1,0.95,15,20,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.42,1.142,0.9,146,7.02,2009,3,0.7333333333333334,0.7305555555555556,0,0.002777777777777778,85,0.7305555555555556,0,0.002777777777777778
1,0,0,1,0,708,95,1,Queen's Sedgemoor,2,352080.5,141501.5,rough pasture,0,2.2,0.8,4,1,0.95,5,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.7333333333333334,0.7305555555555556,0,0.002777777777777778,85,0.7305555555555556,0,0.002777777777777778
14,0,0,13,1,709,95,1,Queen's Sedgemoor,3,352080.5,141501.5,rough pasture,0,2.2,0.8,4,1,0.95,5,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.46,1.073,0.84,145.6,6.64,2009,3,0.7333333333333334,0.7305555555555556,0,0.002777777777777778,85,0.7305555555555556,0,0.002777777777777778
7,0,0,5,2,710,95,1,Queen's Sedgemoor,4,352080.5,141501.5,rough pasture,0,2.2,0.8,4,1,0.95,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.7333333333333334,0.7305555555555556,0,0.002777777777777778,85,0.7305555555555556,0,0.002777777777777778
35,0,0,27,8,711,95,1,Queen's Sedgemoor,5,352080.5,141501.5,rough pasture,0,2.2,0.8,2,1,0.95,2,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.42,1.007,0.79,154.6,6.52,2009,3,0.7333333333333334,0.7305555555555556,0,0.002777777777777778,85,0.7305555555555556,0,0.002777777777777778
27,0,0,6,21,712,95,1,Queen's Sedgemoor,6,352080.5,141501.5,rough pasture,0,2.2,0.8,2,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.7333333333333334,0.7305555555555556,0,0.002777777777777778,85,0.7305555555555556,0,0.002777777777777778
0,0,0,0,0,713,95,2,Queen's Sedgemoor,1,352164.5,141368,pasture,0,3,0.55,2,1,0.7,5,100,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.82,0.546,0.41,151.1,5.81,2009,3,0.8116666666666668,5.555555555555556e-4,0.7972222222222223,0.01388888888888889,72,5.555555555555556e-4,0.7972222222222223,0.01388888888888889
0,0,0,0,0,714,95,2,Queen's Sedgemoor,2,352164.5,141368,pasture,0,3,0.55,1,1,0.2,10,100,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.8116666666666668,5.555555555555556e-4,0.7972222222222223,0.01388888888888889,72,5.555555555555556e-4,0.7972222222222223,0.01388888888888889
1,0,0,1,0,715,95,2,Queen's Sedgemoor,3,352164.5,141368,pasture,0,3,0.55,1,1,0.2,10,100,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.32,0.535,0.41,138.6,5.78,2009,3,0.8116666666666668,5.555555555555556e-4,0.7972222222222223,0.01388888888888889,72,5.555555555555556e-4,0.7972222222222223,0.01388888888888889
4,0,0,0,4,716,95,2,Queen's Sedgemoor,4,352164.5,141368,pasture,0,3,0.55,1,1,0.2,10,100,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.8116666666666668,5.555555555555556e-4,0.7972222222222223,0.01388888888888889,72,5.555555555555556e-4,0.7972222222222223,0.01388888888888889
0,0,0,0,0,717,95,2,Queen's Sedgemoor,5,352164.5,141368,pasture,0,3,0.55,1,1,0.15,10,100,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.05,0.541,0.41,149.3,6.03,2009,3,0.8116666666666668,5.555555555555556e-4,0.7972222222222223,0.01388888888888889,72,5.555555555555556e-4,0.7972222222222223,0.01388888888888889
14,1,0,0,13,718,95,2,Queen's Sedgemoor,6,352164.5,141368,pasture,0,3,0.55,3,1,0.5,15,100,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,2009,3,0.8116666666666668,5.555555555555556e-4,0.7972222222222223,0.01388888888888889,72,5.555555555555556e-4,0.7972222222222223,0.01388888888888889
0,0,0,0,0,719,95,3,Queen's Sedgemoor,1,352342,141333,pasture,0,2.2,0.6,3,1,0.4,2,15,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0.446,0.34,135,6.75,2009,3,0.8561111111111112,5.555555555555556e-4,0.8472222222222223,0.008333333333333333,70,5.555555555555556e-4,0.8472222222222223,0.008333333333333333
