interlink_larva_dippin_with_metadata,cross_ref,site,plot,plot_id,year,season,location,dip_point,management,rhyne_dry,totals_n_larvae,totals_not_ided,totals_n_an_maculipennis,totals_n_an_claviger,totals_n_cx_pipiens,totals_n_cs_annulata,totals_n_cs_morsitans,totals_n_oc_annulipes_cantans,totals_n_oc_caspius,landcover,buttercup,grass,clover,carex,juncus,marsh_marigold,meadow_sweet,nettles,thistle,water_mint,dandelion,birch,alder,dog_rose,hawthorn,oak,sallow,willow,ladies_frock,cows_visible,sheep_visible,other_life_stock_visible,rhyne_cleared,dry_ever_in_that_year,dry_ever_all_years,average_width_m,waterboard_water_level_below_land_m,water_temperature_c,turbidity,salinity,dissolved_oxygen,p_h_probe,av_depth_proximal_edge_cm,av_depth_centre_cm,exposure,percentage_water_shaded,central_cover_carex_percent,central_cover_celery_leaved_buttercup_percent,central_cover_duckweed_percent,central_cover_frog_bit_percent,central_cover_grass_percent,central_cover_ivy_leaved_duckweed_percent,central_cover_juncus_percent,central_cover_marsh_bedstraw_percent,central_cover_typha_percent,central_cover_water_parsnip_percent
11401,114,84,4,8404,2009,3,Walton Moor,1,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.5,21.25,0.682,0.52,111.5,7.24,20,30,1,10,2,0,0,0,0,80,0,0,0,0
11402,114,84,4,8404,2009,3,Walton Moor,2,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.5,NA,NA,NA,NA,NA,20,30,1,10,0,0,0,0,0,70,0,0,0,1
11403,114,84,4,8404,2009,3,Walton Moor,3,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.5,20.61,0.67,0.51,115.4,7.63,20,25,1,15,0,0,0,0,0,20,0,0,0,0
11404,114,84,4,8404,2009,3,Walton Moor,4,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.5,NA,NA,NA,NA,NA,20,30,1,20,0,0,0,0,0,5,0,0,0,0
11405,114,84,4,8404,2009,3,Walton Moor,5,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.5,21.4,0.666,0.51,110.4,7.57,20,30,1,15,0,0,0,0,0,40,0,0,0,0
11406,114,84,4,8404,2009,3,Walton Moor,6,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.5,NA,NA,NA,NA,NA,20,30,1,25,0,0,0,0,0,50,0,0,0,0
15101,151,85,1,8501,2009,3,Aller Moor,1,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7,0.5,15.29,0.448,0.34,155.2,7.46,10,70,4,85,0,0,10,0,40,0,0,0,0,0
15102,151,85,1,8501,2009,3,Aller Moor,2,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7,0.5,NA,NA,NA,NA,NA,15,80,4,40,0,0,80,0,5,0,0,0,0,0
15103,151,85,1,8501,2009,3,Aller Moor,3,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7,0.5,15.35,0.486,0.37,155.3,7.32,15,50,4,60,0,0,90,5,0,0,0,0,0,0
15104,151,85,1,8501,2009,3,Aller Moor,4,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7,0.5,NA,NA,NA,NA,NA,20,80,4,50,0,0,90,0,0,0,0,0,0,2.55555
15105,151,85,1,8501,2009,3,Aller Moor,5,1,0,5,0,0,0,2,3,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7,0.5,15.81,0.441,0.33,151,7.22,40,90,4,50,0,0,80,2.55555,10,0,0,0,0,0
15106,151,85,1,8501,2009,3,Aller Moor,6,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.7,0.5,NA,NA,NA,NA,NA,20,90,4,50,0,0,90,0,2.55555,0,0,0,0,0
15201,152,85,2,8502,2009,3,Aller Moor,1,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5,14.64,0.483,0.37,161.8,7.43,20,90,2,90,0,0,100,0,0,0,0,0,0,0
15202,152,85,2,8502,2009,3,Aller Moor,2,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5,NA,NA,NA,NA,NA,20,100,2,85,0,0,100,0,0,0,0,0,0,0
15203,152,85,2,8502,2009,3,Aller Moor,3,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5,14.62,0.479,0.36,162,7.4,25,100,2,70,0,0,80,0,0,0,0,0,0,0
15204,152,85,2,8502,2009,3,Aller Moor,4,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5,NA,NA,NA,NA,NA,10,100,1,5,0,0,100,0,0,0,0,0,0,0
15205,152,85,2,8502,2009,3,Aller Moor,5,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5,14.56,0.482,0.46,162.5,7.46,30,100,1,5,0,0,90,0,0,0,0,0,0,0
15206,152,85,2,8502,2009,3,Aller Moor,6,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.5,NA,NA,NA,NA,NA,40,100,1,5,0,0,80,0,0,0,0,0,0,0
15301,153,85,3,8503,2009,3,Aller Moor,1,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2,0.95,14.16,1.538,1.22,166.4,6.72,30,60,1,25,2.55555,0,20,50,0,0,0,0,0,0
15302,153,85,3,8503,2009,3,Aller Moor,2,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2,0.95,NA,NA,NA,NA,NA,30,60,1,20,0,0,10,55,0,0,0,0,0,0
15303,153,85,3,8503,2009,3,Aller Moor,3,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2,0.95,14.2,1.509,1.2,165.9,6.66,40,70,1,20,0,0,10,55,0,0,0,0,0,0
15304,153,85,3,8503,2009,3,Aller Moor,4,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2,0.95,NA,NA,NA,NA,NA,40,70,1,10,0,0,5,60,0,0,0,0,0,0
15305,153,85,3,8503,2009,3,Aller Moor,5,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2,0.95,14.25,1.588,1.27,165.6,6.51,30,70,1,10,0,0,5,60,0,0,0,0,0,0
15306,153,85,3,8503,2009,3,Aller Moor,6,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.2,0.95,NA,NA,NA,NA,NA,20,90,1,25,0,0,5,60,0,0,0,0,0,0
15401,154,85,4,8504,2009,3,Aller Moor,1,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.55,13.01,0.459,0.34,178.6,7.42,15,50,2,60,0,0,0,50,0,0,0,0,0,5
15402,154,85,4,8504,2009,3,Aller Moor,2,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.55,NA,NA,NA,NA,NA,5,2.5555555,4,70,0,0,0,5,5,0,0,0,0,20
15403,154,85,4,8504,2009,3,Aller Moor,3,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.55,14.3,0.401,0.3,165,7.22,5,2.5555555,4,50,0,0,0,0,0,0,0,20,0,5
15404,154,85,4,8504,2009,3,Aller Moor,4,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.55,NA,NA,NA,NA,NA,5,2.5555555,4,50,0,0,0,2.5555555,5,0,0,0,0,5
15405,154,85,4,8504,2009,3,Aller Moor,5,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.55,15.06,0.422,0.32,158,7.07,5,2.5555555,4,40,0,0,0,5,0,0,0,5,0,5
15406,154,85,4,8504,2009,3,Aller Moor,6,1,0,0,0,0,0,0,0,0,0,0,pasture,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.55,NA,NA,NA,NA,NA,5,2.5555555,4,50,0,0,0,2.5555555,0,0,0,0,0,5
13301,133,86,1,8601,2009,3,Southlake Moor,1,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.56,0.62,16.43,0.464,0.35,146,5.39,10,15,4,60,0,0,100,0,0,0,0,0,0,0
13302,133,86,1,8601,2009,3,Southlake Moor,2,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.56,0.62,NA,NA,NA,NA,NA,10,65,3,50,0,0,100,0,0,0,0,0,0,0
13303,133,86,1,8601,2009,3,Southlake Moor,3,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.56,0.62,17.28,0.45,0.34,139,4.91,15,60,4,50,0,0,100,0,0,0,0,0,0,0
13304,133,86,1,8601,2009,3,Southlake Moor,4,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.56,0.62,NA,NA,NA,NA,NA,5,50,4,60,0,0,100,0,0,0,0,0,0,0
13305,133,86,1,8601,2009,3,Southlake Moor,5,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.56,0.62,18.2,0.45,0.34,132.6,5.08,10,20,4,60,0,0,100,0,0,0,0,0,0,0
13306,133,86,1,8601,2009,3,Southlake Moor,6,3,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.56,0.62,NA,NA,NA,NA,NA,10,10,4,90,0,0,100,0,0,0,0,0,0,0
13401,134,86,2,8602,2009,3,Southlake Moor,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2.6,0.35,NA,NA,NA,NA,NA,2.5555555,7.5,4,90,0,0,0,0,0,0,0,0,5,50
13402,134,86,2,8602,2009,3,Southlake Moor,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2.6,0.35,17.02,0.452,0.34,141.1,6.03,2.5555555,7.5,4,90,0,0,0,0,0,0,0,0,10,50
13403,134,86,2,8602,2009,3,Southlake Moor,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2.6,0.35,NA,NA,NA,NA,NA,2.5555555,7.5,4,90,0,0,0,0,0,0,0,0,10,50
13404,134,86,2,8602,2009,3,Southlake Moor,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.6,0.35,NA,NA,NA,NA,NA,2.5555555,7.5,4,90,0,0,0,0,0,0,0,0,5,50
13405,134,86,2,8602,2009,3,Southlake Moor,5,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,0.35,17.07,0.439,0.33,140.7,6.2,2.5555555,10,4,90,0,0,35,0,0,0,0,0,0,50
13406,134,86,2,8602,2009,3,Southlake Moor,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.6,0.35,NA,NA,NA,NA,NA,2.5555555,10,4,90,0,0,35,0,0,0,0,0,0,50
13501,135,86,3,8603,2009,3,Southlake Moor,1,3,0,16,0,0,2,2,12,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,17.32,0.497,0.38,138.6,6.4,0,3,4,90,40,0,5,0,5,0,10,0,0,0
13502,135,86,3,8603,2009,3,Southlake Moor,2,3,0,16,0,0,2,1,13,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,NA,NA,NA,NA,NA,0,2.5555555,4,90,40,0,5,0,5,0,0,0,0,0
13503,135,86,3,8603,2009,3,Southlake Moor,3,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0.4,NA,NA,NA,NA,NA,0,0,4,90,40,0,5,0,5,0,5,0,0,0
13504,135,86,3,8603,2009,3,Southlake Moor,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,17.5,0.373,0.28,137.3,6.36,0,10,4,90,40,0,5,0,5,0,5,0,0,0
13505,135,86,3,8603,2009,3,Southlake Moor,5,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,NA,NA,NA,NA,NA,10,40,4,90,40,0,5,0,5,0,0,0,0,0
13506,135,86,3,8603,2009,3,Southlake Moor,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.4,17.75,NA,0.28,135.3,6.29,10,40,4,90,40,0,5,0,5,0,5,0,0,0
11501,115,86,4,8604,2009,3,Southlake Moor,1,3,0,5,0,0,1,0,4,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.6,15.83,0.306,0.23,141.1,6.38,5,10,2,90,40,0,5,0,0,0,0,0,0,0
11502,115,86,4,8604,2009,3,Southlake Moor,2,3,0,7,0,0,0,0,7,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.6,NA,NA,NA,NA,NA,5,15,4,90,40,0,5,0,0,0,0,0,0,0
11503,115,86,4,8604,2009,3,Southlake Moor,3,3,0,1,0,0,0,0,1,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.6,16.51,0.302,0.22,145.2,6.11,20,5,4,90,40,0,5,0,0,0,0,0,0,0
11504,115,86,4,8604,2009,3,Southlake Moor,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.6,NA,NA,NA,NA,NA,20,20,4,90,40,0,5,20,0,0,0,0,10,0
11505,115,86,4,8604,2009,3,Southlake Moor,5,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.6,16.05,0.288,0.21,149.1,6.13,20,20,4,90,40,0,5,10,0,0,0,0,15,0
11506,115,86,4,8604,2009,3,Southlake Moor,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.6,NA,NA,NA,NA,NA,15,15,4,90,40,0,5,10,0,0,0,0,0,0
15501,155,87,1,8701,2009,3,East & West Waste,1,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.95,13.19,0.33,0.25,176.2,6.77,10,40,1,20,0,0,100,0,0,0,0,0,0,0
15502,155,87,1,8701,2009,3,East & West Waste,2,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.95,NA,NA,NA,NA,NA,15,40,1,20,0,0,100,0,0,0,0,0,0,0
15503,155,87,1,8701,2009,3,East & West Waste,3,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.95,13.39,0.375,0.28,174,6.67,20,45,1,25,0,0,100,0,0,0,0,0,0,0
15504,155,87,1,8701,2009,3,East & West Waste,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.95,NA,NA,NA,NA,NA,20,45,4,35,0,0,100,0,0,0,0,0,0,0
15505,155,87,1,8701,2009,3,East & West Waste,5,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.95,13.73,0.422,0.32,170.5,6.6,25,40,4,30,0,0,95,0,0,0,0,0,0,0
15506,155,87,1,8701,2009,3,East & West Waste,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.95,NA,NA,NA,NA,NA,10,45,1,20,0,0,100,0,0,0,0,0,0,0
15601,156,87,2,8702,2009,3,East & West Waste,1,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.45,13.49,0.319,0.24,173.1,6.7,15,60,1,20,0,0,0,10,0,0,2.5555555,0,0,0
15602,156,87,2,8702,2009,3,East & West Waste,2,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.45,NA,NA,NA,NA,NA,20,50,1,25,0,0,0,25,0,0,5,0,0,10
15603,156,87,2,8702,2009,3,East & West Waste,3,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.45,13.54,0.322,0.24,172.6,6.63,20,60,1,30,0,0,0,10,0,0,15,0,0,0
15604,156,87,2,8702,2009,3,East & West Waste,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.45,NA,NA,NA,NA,NA,25,90,1,25,0,0,0,10,0,0,15,0,0,0
15605,156,87,2,8702,2009,3,East & West Waste,5,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.45,13.5,0.315,0.24,173.4,6.65,20,90,1,30,0,0,0,15,0,0,10,0,0,0
15606,156,87,2,8702,2009,3,East & West Waste,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.45,NA,NA,NA,NA,NA,25,90,1,35,0,0,0,15,0,0,10,0,0,0
15701,157,87,3,8703,2009,3,East & West Waste,1,3,0,0,0,0,0,0,0,0,0,0,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.75,13.49,0.372,0.28,173.3,6.82,20,30,5,30,0,0,2.5555555,85,0,0,0,0,0,0
15702,157,87,3,8703,2009,3,East & West Waste,2,3,0,0,0,0,0,0,0,0,0,0,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.75,NA,NA,NA,NA,NA,40,40,5,35,0,0,10,85,0,0,0,0,0,0
15703,157,87,3,8703,2009,3,East & West Waste,3,3,0,0,0,0,0,0,0,0,0,0,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.75,13.79,0.41,0.31,170,6.56,5,70,4,80,0,0,0,0,5,0,0,0,0,0
15704,157,87,3,8703,2009,3,East & West Waste,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.75,NA,NA,NA,NA,NA,60,80,5,40,0,0,5,30,0,0,0,0,0,0
15705,157,87,3,8703,2009,3,East & West Waste,5,3,0,0,0,0,0,0,0,0,0,0,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.75,13.56,0.374,0.23,172.2,6.58,20,50,4,85,0,0,10,10,0,0,0,0,0,0
15706,157,87,3,8703,2009,3,East & West Waste,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,0.75,NA,NA,NA,NA,NA,10,90,4,40,0,0,2.5555555,50,0,0,0,0,0,0
15801,158,87,4,8704,2009,3,East & West Waste,1,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,13.86,0.354,0.26,169.5,7.04,30,100,1,20,0,0,90,10,0,0,0,0,0,0
15802,158,87,4,8704,2009,3,East & West Waste,2,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,NA,NA,NA,NA,NA,25,80,1,20,0,0,95,2.5555555,0,0,0,0,0,0
15803,158,87,4,8704,2009,3,East & West Waste,3,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,13.62,0.359,0.27,171.8,6.96,30,80,1,20,0,0,90,10,0,0,0,0,0,0
15804,158,87,4,8704,2009,3,East & West Waste,4,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,NA,NA,NA,NA,NA,20,90,1,20,0,0,95,5,0,0,0,0,0,0
15805,158,87,4,8704,2009,3,East & West Waste,5,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,13.91,0.391,0.29,168.8,6.86,20,90,1,20,0,0,80,15,0,0,0,0,0,0
15806,158,87,4,8704,2009,3,East & West Waste,6,3,0,0,0,0,0,0,0,0,0,0,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,1,20,0,0,60,35,0,0,0,0,0,0
15901,159,88,1,8801,2009,3,Cheddar Moor Drove,1,1,0,13,0,0,0,2,11,0,0,0,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3,1.4,13.29,0.498,0.38,174,7.31,5,30,4,100,0,0,0,0,0,0,0,0,0,0
15902,159,88,1,8801,2009,3,Cheddar Moor Drove,2,1,0,4,0,0,0,2,2,0,0,0,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3,1.4,NA,NA,NA,NA,NA,5,5,4,100,0,0,0,0,0,0,0,0,0,0
15903,159,88,1,8801,2009,3,Cheddar Moor Drove,3,1,0,1,0,0,1,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3,1.4,13.09,0.489,0.37,177.6,7.36,2.5555555,5,4,100,0,0,0,0,0,0,0,0,0,0
15904,159,88,1,8801,2009,3,Cheddar Moor Drove,4,1,0,5,0,0,4,0,1,0,0,0,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3,1.4,NA,NA,NA,NA,NA,2.5555555,5,4,100,0,0,0,0,0,0,0,0,0,0
15905,159,88,1,8801,2009,3,Cheddar Moor Drove,5,1,0,16,0,0,4,0,12,0,0,0,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3,1.4,13.09,0.48,0.36,177.2,7.04,5,10,4,100,0,0,0,0,0,0,0,0,0,0
15906,159,88,1,8801,2009,3,Cheddar Moor Drove,6,1,0,2,0,0,1,0,1,0,0,0,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3,1.4,NA,NA,NA,NA,NA,2.5555555,5,4,100,0,0,0,0,0,0,0,0,0,0
16001,160,88,2,8802,2009,3,Cheddar Moor Drove,1,1,0,0,0,0,0,0,0,0,0,0,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7,1.1,12.93,0.699,0.54,178.6,7.4,2.5555555,5,4,100,0,0,0,0,0,0,0,0,0,0
