interlink_larva_dippin_with_metadata,sort,cross_ref.x,site.x,plot.x,plot_id.x,year.x,season.x,location.x,dip_point.x,water_tier_management.x,date,no_of_dips,rhyne_dry.x,totals_n_larvae,totals_not_ided,totals_n_an_maculipennis,totals_n_an_claviger,totals_n_cx_pipiens,totals_n_cs_annulata,totals_n_cs_morsitans,totals_n_oc_annulipes_cantans,totals_n_oc_caspius,a_round_dip_location,a_round_nlarvae,a_round_not_ided,a_round_an_maculipennis,a_round_an_claviger,a_round_cx_pipiens,a_round_cs_annulata,a_round_cs_morsitans,a_round_oc_annulipes_cantans,a_round_oc_caspius,b_round_dip_location,b_round_nlarvae,b_round_not_ided,b_round_an_maculipennis,b_round_an_claviger,b_round_cx_pipiens,b_round_cs_annulata,b_round_cs_morsitans,b_round_oc_annulipes_cantans,b_round_oc_caspius,c_round_dip_location,c_round_nlarvae,c_round_not_ided,c_round_an_maculipennis,c_round_an_claviger,c_round_cx_pipiens,c_round_cs_annulata,c_round_cs_morsitans,c_round_oc_annulipes_cantans,c_round_oc_caspius,data_entered_by_comment,who_assessed_vegetation,new_averaged_gps_readings_st,new_averaged_gps_readings_eastings,new_averaged_gps_readings_northings,eastings_recordings_from_field_data_sheet,northings_recordings_from_field_data_sheet,water_tier_management.y,sample_date,sampling_time,operator,landcover_rough_pasture_rough_pasture_reed_bed_wet_woodland,buttercup,grass,clover,carex,juncus,marsh_marigold,meadow_sweet,nettles,thistle,water_mint,dandelion,birch,alder,dog_rose,hawthorn,oak,sallow,willow,ladies_frock,cows_visible,sheep_visible,other_life_stock_visible,rhyne_cleared,dry_ever_in_that_year,dry_ever_all_years,average_width_m,approx_length_m,approx_size_m2,waterboard_water_level_below_land_m,water_temperature_c,turbidity,salinity,dissolved_oxygen,p_h_probe,av_depth_proximal_edge_cm,av_depth_centre_cm,exposure_1_sun_3_shade_2_partial_shade_4_open_but_emergent_vegetation_within_rhyne_5_open_but_shaded_by_very_high_bank_or_dense_overhanging_bank_vegetation,percentage_water_shaded
11501,2181,115,86,4,8604,2009,3,Southlake Moor,1,3,40049,3,0,5,0,0,1,0,4,0,0,0,D,2,0,0,0,0,2,0,0,0,P,0,0,0,0,0,0,0,0,0,C,3,0,0,1,0,2,0,0,0,SMS,SMS (used photo and adjusted values for emergent vegetation),ST,37042,29970,37042,29970,3,40052,0.809027778,SS NG MP RM,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.6,15.83,0.306,0.23,141.1,6.38,5,10,2,90
11502,2182,115,86,4,8604,2009,3,Southlake Moor,2,3,40049,3,0,7,0,0,0,0,7,0,0,0,C,2,0,0,0,0,2,0,0,0,C,2,0,0,0,0,2,0,0,0,C,3,0,0,0,0,3,0,0,0,SMS,SMS (used photo and adjusted values for emergent vegetation),ST,37041,29970,37041,29970,3,40052,0.809027778,SS NG MP RM,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.6,NA,NA,NA,NA,NA,5,15,4,90
11503,2183,115,86,4,8604,2009,3,Southlake Moor,3,3,40049,3,0,1,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0,0,0,0,P,1,0,0,0,0,1,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,SMS (used photo and adjusted values for emergent vegetation),ST,37041,29969,37041,29969,3,40052,0.809027778,SS NG MP RM,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.6,16.51,0.302,0.22,145.2,6.11,20,5,4,90
11504,2184,115,86,4,8604,2009,3,Southlake Moor,4,3,40049,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,SMS (used photo and adjusted values for emergent vegetation),ST,37042,29967,37042,29967,3,40052,0.809027778,SS NG MP RM,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.6,NA,NA,NA,NA,NA,20,20,4,90
11505,2185,115,86,4,8604,2009,3,Southlake Moor,5,3,40049,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,SMS (used photo and adjusted values for emergent vegetation),ST,37041,29967,37042,29967,3,40052,0.809027778,SS NG MP RM,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.6,16.05,0.288,0.21,149.1,6.13,20,20,4,90
11506,2186,115,86,4,8604,2009,3,Southlake Moor,6,3,40049,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,SMS (used photo and adjusted values for emergent vegetation),ST,37041,29966,37041,29966,3,40052,0.809027778,SS NG MP RM,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,nr,nr,0.6,NA,NA,NA,NA,NA,15,15,4,90
15501,2187,155,87,1,8701,2009,3,East & West Waste,1,3,40057,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,BP or MP,ST,48122,41699,48122,41699,3,40059,0.416666667,BP MN MP SS,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.95,13.19,0.33,0.25,176.2,6.77,10,40,1,20
15502,2188,155,87,1,8701,2009,3,East & West Waste,2,3,40057,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,BP or MP,ST,48118,41696,nr,nr,3,40059,0.416666667,BP MN MP SS,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.95,NA,NA,NA,NA,NA,15,40,1,20
15503,2189,155,87,1,8701,2009,3,East & West Waste,3,3,40057,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,BP or MP,ST,48118,41695,nr,nr,3,40059,0.416666667,BP MN MP SS,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.95,13.39,0.375,0.28,174,6.67,20,45,1,25
15504,2190,155,87,1,8701,2009,3,East & West Waste,4,3,40057,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,BP or MP,ST,48117,41695,nr,nr,3,40059,0.416666667,BP MN MP SS,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.95,NA,NA,NA,NA,NA,20,45,4,35
15505,2191,155,87,1,8701,2009,3,East & West Waste,5,3,40057,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,BP or MP,ST,48116,41695,nr,nr,3,40059,0.416666667,BP MN MP SS,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.95,13.73,0.422,0.32,170.5,6.6,25,40,4,30
15506,2192,155,87,1,8701,2009,3,East & West Waste,6,3,40057,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,BP or MP,ST,48113,41692,48113,41692,3,40059,0.416666667,BP MN MP SS,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.95,NA,NA,NA,NA,NA,10,45,1,20
15601,2193,156,87,2,8702,2009,3,East & West Waste,1,3,40059,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47987,41852,47987,41852,3,40059,0.444444444,MN BP MP SS,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.45,13.49,0.319,0.24,173.1,6.7,15,>60,1,20
15602,2194,156,87,2,8702,2009,3,East & West Waste,2,3,40059,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47989,41853,nr,nr,3,40059,0.444444444,MN BP MP SS,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.45,NA,NA,NA,NA,NA,20,50,1,25
15603,2195,156,87,2,8702,2009,3,East & West Waste,3,3,40059,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47990,41855,nr,nr,3,40059,0.444444444,MN BP MP SS,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.45,13.54,0.322,0.24,172.6,6.63,20,>60,1,30
15604,2196,156,87,2,8702,2009,3,East & West Waste,4,3,40059,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47995,41859,nr,nr,3,40059,0.444444444,MN BP MP SS,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.45,NA,NA,NA,NA,NA,25,>90,1,25
15605,2197,156,87,2,8702,2009,3,East & West Waste,5,3,40059,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47997,41860,nr,nr,3,40059,0.444444444,MN BP MP SS,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.45,13.5,0.315,0.24,173.4,6.65,20,>90,1,30
15606,2198,156,87,2,8702,2009,3,East & West Waste,6,3,40059,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47998,41861,47998,41861,3,40059,0.444444444,MN BP MP SS,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.45,NA,NA,NA,NA,NA,25,>90,1,35
15701,2199,157,87,3,8703,2009,3,East & West Waste,1,3,40059,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47792,41852,47792,41852,3,40059,0.46875,BP MP SS,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.75,13.49,0.372,0.28,173.3,6.82,20,30,5,30
15702,2200,157,87,3,8703,2009,3,East & West Waste,2,3,40059,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47792,41852,nr,nr,3,40059,0.46875,BP MP SS,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.75,NA,NA,NA,NA,NA,40,40,5,35
15703,2201,157,87,3,8703,2009,3,East & West Waste,3,3,40059,3,0,0,0,0,0,0,0,0,0,0,O,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47793,41847,nr,nr,3,40059,0.46875,BP MP SS,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.75,13.79,0.41,0.31,170,6.56,5,70,4,80
15704,2202,157,87,3,8703,2009,3,East & West Waste,4,3,40059,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47793,41843,nr,nr,3,40059,0.46875,BP MP SS,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.75,NA,NA,NA,NA,NA,60,80,5,40
15705,2203,157,87,3,8703,2009,3,East & West Waste,5,3,40059,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47794,41837,nr,nr,3,40059,0.46875,BP MP SS,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.75,13.56,0.374,0.23,172.2,6.58,20,50,4,85
15706,2204,157,87,3,8703,2009,3,East & West Waste,6,3,40059,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47794,41834,47794,41834,3,40059,0.46875,BP MP SS,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,nr,nr,0.75,NA,NA,NA,NA,NA,10,90,4,40
15801,2205,158,87,4,8704,2009,3,East & West Waste,1,3,40059,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47838,41621,47838,41621,3,40059,0.493055556,BP MP SS,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,>3,nr,nr,1,13.86,0.354,0.26,169.5,7.04,30,>100,1,20
15802,2206,158,87,4,8704,2009,3,East & West Waste,2,3,40059,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47838,41621,nr,nr,3,40059,0.493055556,BP MP SS,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,>3,nr,nr,1,NA,NA,NA,NA,NA,25,80,1,20
15803,2207,158,87,4,8704,2009,3,East & West Waste,3,3,40059,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47838,41622,nr,nr,3,40059,0.493055556,BP MP SS,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,>3,nr,nr,1,13.62,0.359,0.27,171.8,6.96,30,80,1,20
15804,2208,158,87,4,8704,2009,3,East & West Waste,4,3,40059,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47835,41625,nr,nr,3,40059,0.493055556,BP MP SS,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,>3,nr,nr,1,NA,NA,NA,NA,NA,20,90,1,20
15805,2209,158,87,4,8704,2009,3,East & West Waste,5,3,40059,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47835,41626,nr,nr,3,40059,0.493055556,BP MP SS,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,>3,nr,nr,1,13.91,0.391,0.29,168.8,6.86,20,90,1,20
15806,2210,158,87,4,8704,2009,3,East & West Waste,6,3,40059,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,47835,41628,47835,41628,3,40059,0.493055556,BP MP SS,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,>3,nr,nr,1,NA,NA,NA,NA,NA,nr,nr,1,20
15901,2211,159,88,1,8801,2009,3,Cheddar Moor Drove,1,1,40057,3,0,13,0,0,0,2,11,0,0,0,C,4,0,0,0,1,3,0,0,0,C,5,0,0,0,1,4,0,0,0,D,4,0,0,0,0,4,0,0,0,SMS,MP,ST,46019,51987,46019,51987,1,40061,0.479166667,BP MN MP SS,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3,nr,nr,1.4,13.29,0.498,0.38,174,7.31,5,30,4,100
15902,2212,159,88,1,8801,2009,3,Cheddar Moor Drove,2,1,40057,3,0,4,0,0,0,2,2,0,0,0,D,1,0,0,0,1,0,0,0,0,D,2,0,0,0,1,1,0,0,0,C,1,0,0,0,0,1,0,0,0,SMS,MP,ST,46021,51985,nr,nr,1,40061,0.479166667,BP MN MP SS,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3,nr,nr,1.4,NA,NA,NA,NA,NA,5,5,4,100
15903,2213,159,88,1,8801,2009,3,Cheddar Moor Drove,3,1,40057,3,0,1,0,0,1,0,0,0,0,0,P,1,0,0,1,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,MP,ST,46024,51991,nr,nr,1,40061,0.479166667,BP MN MP SS,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3,nr,nr,1.4,13.09,0.489,0.37,177.6,7.36,2.5555555,5,4,100
15904,2214,159,88,1,8801,2009,3,Cheddar Moor Drove,4,1,40057,3,0,5,0,0,4,0,1,0,0,0,C,3,0,0,2,0,1,0,0,0,C,0,0,0,0,0,0,0,0,0,C,2,0,0,2,0,0,0,0,0,SMS,MP,ST,46026,51990,nr,nr,1,40061,0.479166667,BP MN MP SS,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3,nr,nr,1.4,NA,NA,NA,NA,NA,2.5555555,5,4,100
15905,2215,159,88,1,8801,2009,3,Cheddar Moor Drove,5,1,40057,3,0,16,0,0,4,0,12,0,0,0,P,6,0,0,2,0,4,0,0,0,C,4,0,0,1,0,3,0,0,0,C,6,0,0,1,0,5,0,0,0,SMS,MP,ST,46028,51986,nr,nr,1,40061,0.479166667,BP MN MP SS,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3,nr,nr,1.4,13.09,0.48,0.36,177.2,7.04,5,10,4,100
15906,2216,159,88,1,8801,2009,3,Cheddar Moor Drove,6,1,40057,3,0,2,0,0,1,0,1,0,0,0,D,2,0,0,1,0,1,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,SMS,MP,ST,46031,51982,46031,51982,1,40061,0.479166667,BP MN MP SS,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.3,nr,nr,1.4,NA,NA,NA,NA,NA,2.5555555,5,4,100
16001,2217,160,88,2,8802,2009,3,Cheddar Moor Drove,1,1,40061,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,45912,51869,45912,51869,1,40061,0.513888889,SS BP MN MP,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7,nr,nr,1.1,12.93,0.699,0.54,178.6,7.4,2.5555555,5,4,100
16002,2218,160,88,2,8802,2009,3,Cheddar Moor Drove,2,1,40061,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,45912,51868,nr,nr,1,40061,0.513888889,SS BP MN MP,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7,nr,nr,1.1,NA,NA,NA,NA,NA,2.5555555,5,4,100
16003,2219,160,88,2,8802,2009,3,Cheddar Moor Drove,3,1,40061,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,45911,51866,nr,nr,1,40061,0.513888889,SS BP MN MP,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7,nr,nr,1.1,12.95,0.697,0.53,178.9,7.05,2.5555555,5,4,100
16004,2220,160,88,2,8802,2009,3,Cheddar Moor Drove,4,1,40061,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,45909,51861,nr,nr,1,40061,0.513888889,SS BP MN MP,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7,nr,nr,1.1,NA,NA,NA,NA,NA,2.5555555,5,4,100
16005,2221,160,88,2,8802,2009,3,Cheddar Moor Drove,5,1,40061,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,45907,51857,nr,nr,1,40061,0.513888889,SS BP MN MP,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7,nr,nr,1.1,13.01,0.693,0.53,178.4,7.14,2.5555555,5,4,100
16006,2222,160,88,2,8802,2009,3,Cheddar Moor Drove,6,1,40061,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,45906,51851,45906,51851,1,40061,0.513888889,SS BP MN MP,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7,nr,nr,1.1,NA,NA,NA,NA,NA,2.5555555,5,4,100
16101,2223,161,88,3,8803,2009,3,Cheddar Moor Drove,1,1,40061,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,45951,51785,45954,51783,1,40061,0.541666667,SS BP MN MP,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,nr,nr,1.15,15.16,0.456,0.34,157.2,7.85,20,>100,1,5
16102,2224,161,88,3,8803,2009,3,Cheddar Moor Drove,2,1,40061,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,45947,51788,nr,nr,1,40061,0.541666667,SS BP MN MP,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,nr,nr,1.15,NA,NA,NA,NA,NA,10,>100,1,5
16103,2225,161,88,3,8803,2009,3,Cheddar Moor Drove,3,1,40061,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,45945,51790,nr,nr,1,40061,0.541666667,SS BP MN MP,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,nr,nr,1.15,15.08,0.456,0.34,157.7,7.9,20,>100,1,5
16104,2226,161,88,3,8803,2009,3,Cheddar Moor Drove,4,1,40061,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,45938,51786,nr,nr,1,40061,0.541666667,SS BP MN MP,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,nr,nr,1.15,NA,NA,NA,NA,NA,10,>100,1,5
16105,2227,161,88,3,8803,2009,3,Cheddar Moor Drove,5,1,40061,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,45932,51784,nr,nr,1,40061,0.541666667,SS BP MN MP,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,nr,nr,1.15,15.04,0.459,0.35,158.1,7.92,10,>100,1,5
16106,2228,161,88,3,8803,2009,3,Cheddar Moor Drove,6,1,40061,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,SMS,MP,ST,45933,51784,45936,51785,1,40061,0.541666667,SS BP MN MP,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,nr,nr,1.15,NA,NA,NA,NA,NA,10,>100,1,5
16201,2229,162,88,4,8804,2009,3,Cheddar Moor Drove,1,1,40061,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,46237,51807,46237,51807,1,40061,0.565972222,SS BP MN MP,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,nr,nr,1,13.74,0.522,0.4,170.5,7.36,2.5555555,2.5555555,4,100
16202,2230,162,88,4,8804,2009,3,Cheddar Moor Drove,2,1,40061,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,SMS,MP,ST,46234,51809,nr,nr,1,40061,0.565972222,SS BP MN MP,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.5,nr,nr,1,NA,NA,NA,NA,NA,2.5555555,10,4,100
