Interlink_larva_dippin_with_metadata,Dip-specific_predator_data,Detailled_pics,Detailled_veg_data,Shade_assessed_in_situ?,Data_entered_by/comment,WHO_assessed_vegetation,Cross_Ref,Site,Plot,Plot_ID,Year,Season,Location,Dip_point,NEW_averaged_GPS_readings_ST,NEW_averaged_GPS_readings_Eastings,NEW_averaged_GPS_readings_Northings,Eastings_recordings_from_field_data_sheet,Northings_recordings_from_field_data_sheet,Water_tier_management,Sample_date,Sampling_time,Operator,"Weather (1=sunny, 2=sunny spells, 3=overcast, 4=rain)",Wind_speed,Wind_direction,Air_temperature_[°C],Minimum_air_t_[°C],Maximum_air_t_[°C],"Landcover - rough pasture, rough pasture, reed bed, wet woodland",Buttercup,Grass,Clover,Carex,Juncus,Marsh_marigold,Meadow_sweet,Nettles,Thistle,Water_mint,Dandelion,Birch,Alder,Dog_rose,Hawthorn,Oak,Sallow,Willow,Ladie's_frock,Cows_visible,Sheep_visible,Other_life_stock_visible,Rhyne_cleared,Rhyne_Dry,Dry_ever_(in_that_year),Dry_ever_(all_years),water_body,Average_width_[m],Approx._length_[m]__,Approx._size_[m2],Waterboard_(water_level_below_land)_[m],Distance_dip1_to_rhyne_end_[m],Rhyne_direction_[degrees],Flow_speed_[m/s],Water_temperature_[?C],Turbidity,Salinity,Dissolved_oxygen,pH_probe,pH_-_new_pH_probe,av.depth_proximal_edge_[cm],av.depth_centre_[cm],"av.depth_[cm,_three_measurements,_not_carried_out_beyond_2009]","Exposure_-_1=_sun,_3_=_shade,_2_=_partial_shade,_4_=_open_but_emergent_vegetation_within_rhyne,_5_=_open_but_shaded_by_very_high_bank_or_dense_overhanging_bank_vegetation",Percentage_water_shaded,Fish,Water_boatman,WBL_Water_beetle_larva,Water_beetle,Damselfly_larva,Dragonfly_larva,Phantom_midge,Backswimmer,Saucer_bug,Water_scorpion,Water_spider,Newt,Tadpole,Frog,Flatworm,Gammarus
72206,no,no,adjusted ,no,mirrored P values to D.,MN,722,92,4,9204,2009,2,Catcott,6,ST,40189,41646,40189,41646,3,39996,0.822916667,MP MN,3,1,NW,21,nr,nr,rough pasture,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,35 to next branch off 225 until next proper crossing,nr,0.2,40,100,0,NA,NA,NA,NA,NA,NA,nr,nr,85,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72301,no,no,adjusted ,no,Percentage cover values slighly tweaked (exceeded 100%).,MN,723,93,1,9301,2009,2,Mark,1,ST,37498,47113,37498,47113,1,39997,0.666666667,MP MN,1,3 to 4,E,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rhyne,1.8,190,nr,0.8,nr,170,0,22,NA,NA,NA,7,NA,nr,nr,30,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72302,no,no,adjusted ,no,Percentage cover values slighly tweaked (exceeded 100%).,MN,723,93,1,9301,2009,2,Mark,2,ST,37498,47112,37498,47112,1,39997,0.666666667,MP MN,1,3 to 4,E,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rhyne,1.8,190,nr,0.8,nr,170,0,NA,NA,NA,NA,NA,NA,nr,nr,30,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72303,no,no,adjusted ,no,Percentage cover values slighly tweaked (exceeded 100%).,MN,723,93,1,9301,2009,2,Mark,3,ST,37498,47110,37498,47110,1,39997,0.666666667,MP MN,1,3 to 4,E,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rhyne,1.8,190,nr,0.8,nr,170,0,21,NA,NA,NA,nd,NA,nr,nr,30,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72304,no,no,adjusted ,no,Percentage cover values slighly tweaked (exceeded 100%).,MN,723,93,1,9301,2009,2,Mark,4,ST,37499,47106,37499,47106,1,39997,0.666666667,MP MN,1,3 to 4,E,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rhyne,1.8,190,nr,0.8,nr,170,0,NA,NA,NA,NA,NA,NA,nr,nr,30,3,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72305,no,no,adjusted ,no,Percentage cover values slighly tweaked (exceeded 100%).,MN,723,93,1,9301,2009,2,Mark,5,ST,37499,47103,37499,47103,1,39997,0.666666667,MP MN,1,3 to 4,E,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rhyne,1.8,190,nr,0.8,nr,170,0,21,NA,NA,NA,7,NA,nr,nr,30,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72306,no,no,adjusted ,no,Percentage cover values slighly tweaked (exceeded 100%).,MN,723,93,1,9301,2009,2,Mark,6,ST,37499,47101,37499,47101,1,39997,0.666666667,MP MN,1,3 to 4,E,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rhyne,1.8,190,nr,0.8,nr,170,0,NA,NA,NA,NA,NA,NA,nr,nr,30,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72401,no,no,adjusted ,no,Estimated % shade values from picture and other year's entries.,MN,724,93,2,9302,2009,2,Mark,1,ST,37447,47161,37447,47161,1,39997,0.680555556,MP MN,2,3,W,26,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,310,nr,1.2,nr,80,0,19.5,NA,NA,NA,5.5,NA,nr,nr,20,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72402,no,no,adjusted ,no,Estimated % shade values from picture and other year's entries.,MN,724,93,2,9302,2009,2,Mark,2,ST,37448,47158,37448,47158,1,39997,0.680555556,MP MN,2,3,W,26,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,310,nr,1.2,nr,80,0,NA,NA,NA,NA,NA,NA,nr,nr,20,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72403,no,no,adjusted ,no,Estimated % shade values from picture and other year's entries.,MN,724,93,2,9302,2009,2,Mark,3,ST,37452,47158,37452,47158,1,39997,0.680555556,MP MN,2,3,W,26,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,310,nr,1.2,nr,80,0,nd,NA,NA,NA,nd,NA,nr,nr,20,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72404,no,no,adjusted ,no,Estimated % shade values from picture and other year's entries.,MN,724,93,2,9302,2009,2,Mark,4,ST,37454,47159,37454,47159,1,39997,0.680555556,MP MN,2,3,W,26,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,310,nr,1.2,nr,80,0,NA,NA,NA,NA,NA,NA,nr,nr,20,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72405,no,no,adjusted ,no,Estimated % shade values from picture and other year's entries.,MN,724,93,2,9302,2009,2,Mark,5,ST,37457,47158,37457,47158,1,39997,0.680555556,MP MN,2,3,W,26,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,310,nr,1.2,nr,80,0,19,NA,NA,NA,5.5,NA,nr,nr,20,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72406,no,no,adjusted ,no,Estimated % shade values from picture and other year's entries.,MN,724,93,2,9302,2009,2,Mark,6,ST,37458,47159,37458,47159,1,39997,0.680555556,MP MN,2,3,W,26,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,310,nr,1.2,nr,80,0,NA,NA,NA,NA,NA,NA,nr,nr,20,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72501,no,no,adjusted ,no,"Miles noted down ""100% pondweed throughout"" but photos clearly show he meant DUCKWEED rather than Elodea. ",MN,725,93,3,9303,2009,2,Mark,1,ST,37185,46981,37185,46981,1,39997,0.708333333,MP MN,2,3 to 4,E,26,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,220,nr,1,100,340,0,22.5,NA,NA,NA,nd,NA,nr,nr,70,1,20,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72502,no,no,adjusted ,no,"Miles noted down ""100% pondweed throughout"" but photos clearly show he meant DUCKWEED rather than Elodea. ",MN,725,93,3,9303,2009,2,Mark,2,ST,37185,46983,37185,46983,1,39997,0.708333333,MP MN,2,3 to 4,E,26,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,220,nr,1,100,340,0,NA,NA,NA,NA,NA,NA,nr,nr,70,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72503,no,no,adjusted ,no,"Miles noted down ""100% pondweed throughout"" but photos clearly show he meant DUCKWEED rather than Elodea. ",MN,725,93,3,9303,2009,2,Mark,3,ST,37185,46985,37185,46985,1,39997,0.708333333,MP MN,2,3 to 4,E,26,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,220,nr,1,100,340,0,22,NA,NA,NA,nd,NA,nr,nr,70,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72504,no,no,adjusted ,no,"Miles noted down ""100% pondweed throughout"" but photos clearly show he meant DUCKWEED rather than Elodea. ",MN,725,93,3,9303,2009,2,Mark,4,ST,37183,46990,37183,46990,1,39997,0.708333333,MP MN,2,3 to 4,E,26,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,220,nr,1,100,340,0,NA,NA,NA,NA,NA,NA,nr,nr,70,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72505,no,no,adjusted ,no,"Miles noted down ""100% pondweed throughout"" but photos clearly show he meant DUCKWEED rather than Elodea. ",MN,725,93,3,9303,2009,2,Mark,5,ST,37183,46992,37183,46992,1,39997,0.708333333,MP MN,2,3 to 4,E,26,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,220,nr,1,100,340,0,22.5,NA,NA,NA,nd,NA,nr,nr,70,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72506,no,no,adjusted ,no,"Miles noted down ""100% pondweed throughout"" but photos clearly show he meant DUCKWEED rather than Elodea. ",MN,725,93,3,9303,2009,2,Mark,6,ST,37183,46994,37183,46994,1,39997,0.708333333,MP MN,2,3 to 4,E,26,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,220,nr,1,100,340,0,NA,NA,NA,NA,NA,NA,nr,nr,70,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72601,1,1,1,no,SMS,SMS,726,95,1,9501,2009,2,Queen's Sedgemoor,1,ST,52077,41506,52077,41506,1,40001,0.625,RM  SS,2,4,WNW,23,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3.2,120,nr,0.6,45,340,0,18.91,1.415,1.12,125.7,6.02,NA,10,25,nr,4,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72602,1,1,1,no,SMS,SMS,726,95,1,9501,2009,2,Queen's Sedgemoor,2,ST,52079,41506,52078,41505,1,40001,0.625,RM  SS,2,4,WNW,23,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3.2,120,nr,0.6,45,340,0,NA,NA,NA,NA,NA,NA,10,30,nr,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72603,1,1,1,no,SMS,SMS,726,95,1,9501,2009,2,Queen's Sedgemoor,3,ST,52080,41502,52080,41500,1,40001,0.625,RM  SS,2,4,WNW,23,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3.2,120,nr,0.6,45,340,0,23.15,1.292,1.01,100.3,6.92,NA,10,20,nr,4,80,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72604,1,1,1,no,SMS,SMS,726,95,1,9501,2009,2,Queen's Sedgemoor,4,ST,52081,41501,52081,41499,1,40001,0.625,RM  SS,2,4,WNW,23,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3.2,120,nr,0.6,45,340,0,NA,NA,NA,NA,NA,NA,5,10,nr,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72605,1,1,1,no,SMS,SMS,726,95,1,9501,2009,2,Queen's Sedgemoor,5,ST,52083,41494,52083,41494,1,40001,0.625,RM  SS,2,4,WNW,23,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3.2,120,nr,0.6,45,340,0,16.47,1.269,1,145.4,6.19,NA,5,10,nr,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72606,1,1,1,no,SMS,SMS,726,95,1,9501,2009,2,Queen's Sedgemoor,6,ST,52083,41489,52083,41490,1,40001,0.625,RM  SS,2,4,WNW,23,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,rhyne,3.2,120,nr,0.6,45,340,0,NA,NA,NA,NA,NA,NA,0 (mud),0 (mud),nr,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72701,1,1,1,no,SMS,SMS,727,95,2,9502,2009,2,Queen's Sedgemoor,1,ST,52173,41370,52173,41370,1,40002,0.666666667,RM  SS,1,3 to 4,WNW,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.2,180,nr,0.7,20,70,0,17.03,0.79,0.61,140.9,7.25,NA,5,80,nr,2,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72702,1,1,1,no,SMS,SMS,727,95,2,9502,2009,2,Queen's Sedgemoor,2,ST,52167,41369,52167,41369,1,40002,0.666666667,RM  SS,1,3 to 4,WNW,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.2,180,nr,0.7,20,70,0,NA,NA,NA,NA,NA,NA,20,70,nr,3,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72703,1,1,1,no,SMS,SMS,727,95,2,9502,2009,2,Queen's Sedgemoor,3,ST,52167,41369,52167,41369,1,40002,0.666666667,RM  SS,1,3 to 4,WNW,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.2,180,nr,0.7,20,70,0,17.15,0.789,0.61,140,7.06,NA,10,70,nr,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72704,1,1,1,no,SMS,SMS,727,95,2,9502,2009,2,Queen's Sedgemoor,4,ST,52162,41367,52162,41367,1,40002,0.666666667,RM  SS,1,3 to 4,WNW,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.2,180,nr,0.7,20,70,0,NA,NA,NA,NA,NA,NA,40,60,nr,1,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72705,1,1,1,no,SMS,SMS,727,95,2,9502,2009,2,Queen's Sedgemoor,5,ST,52160,41365,52160,41365,1,40002,0.666666667,RM  SS,1,3 to 4,WNW,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.2,180,nr,0.7,20,70,0,17.29,0.799,0.62,138.9,6.75,NA,30,60,nr,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72706,1,1,1,no,SMS,SMS,727,95,2,9502,2009,2,Queen's Sedgemoor,6,ST,52155,41364,52155,41364,1,40002,0.666666667,RM  SS,1,3 to 4,WNW,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.2,180,nr,0.7,20,70,0,NA,NA,NA,NA,NA,NA,20,60,nr,1,20,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
72801,1,1,1,no,SMS,SMS,728,95,3,9503,2009,2,Queen's Sedgemoor,1,ST,52338,41341,52338,41341,1,40002,0.75,RM  SS,1,3,W,20,nr,nr,pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rhyne,3.1,200,nr,0.6,80,160,0,20.84,0.76,0.58,113.9,7.48,NA,15,20,nr,2,70,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72802,1,1,1,no,SMS,SMS,728,95,3,9503,2009,2,Queen's Sedgemoor,2,ST,52341,41338,52341,41338,1,40002,0.75,RM  SS,1,3,W,20,nr,nr,pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rhyne,3.1,200,nr,0.6,80,160,0,NA,NA,NA,NA,NA,NA,20,30,nr,1,15,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
72803,1,1,1,no,SMS,SMS,728,95,3,9503,2009,2,Queen's Sedgemoor,3,ST,52341,41335,52341,41335,1,40002,0.75,RM  SS,1,3,W,20,nr,nr,pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rhyne,3.1,200,nr,0.6,80,160,0,19.78,0.766,0.59,120.8,7.21,NA,15,40,nr,1,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72804,1,1,1,no,SMS,SMS,728,95,3,9503,2009,2,Queen's Sedgemoor,4,ST,52343,41331,52343,41331,1,40002,0.75,RM  SS,1,3,W,20,nr,nr,pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rhyne,3.1,200,nr,0.6,80,160,0,NA,NA,NA,NA,NA,NA,20,30,nr,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72805,1,1,1,no,SMS,SMS,728,95,3,9503,2009,2,Queen's Sedgemoor,5,ST,52343,41330,52343,41330,1,40002,0.75,RM  SS,1,3,W,20,nr,nr,pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rhyne,3.1,200,nr,0.6,80,160,0,19.97,0.776,0.6,119.4,7.56,NA,5,30,nr,1,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72806,1,1,1,no,SMS,SMS,728,95,3,9503,2009,2,Queen's Sedgemoor,6,ST,52343,41330,52343,41330,1,40002,0.75,RM  SS,1,3,W,20,nr,nr,pasture,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rhyne,3.1,200,nr,0.6,80,160,0,NA,NA,NA,NA,NA,NA,15,30,nr,1,15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72901,1,1,1,no,SMS,SMS,729,95,4,9504,2009,2,Queen's Sedgemoor,1,ST,52372,41233,52372,41233,1,40002,0.8125,RM  SS,1,3,W,18,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,190,nr,1.1,15,70,0,19.17,0.814,0.63,124.9,7.93,NA,15,80,nr,1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72902,1,1,1,no,SMS,SMS,729,95,4,9504,2009,2,Queen's Sedgemoor,2,ST,52373,41231,52373,41231,1,40002,0.8125,RM  SS,1,3,W,18,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,190,nr,1.1,15,70,0,NA,NA,NA,NA,NA,NA,15,80,nr,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72903,1,1,1,no,SMS,SMS,729,95,4,9504,2009,2,Queen's Sedgemoor,3,ST,52370,41228,52370,41228,1,40002,0.8125,RM  SS,1,3,W,18,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,190,nr,1.1,15,70,0,19.17,0.772,0.59,125,7.95,NA,20,>80,nr,1,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72904,1,1,1,no,SMS,SMS,729,95,4,9504,2009,2,Queen's Sedgemoor,4,ST,52367,41227,52367,41227,1,40002,0.8125,RM  SS,1,3,W,18,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,190,nr,1.1,15,70,0,NA,NA,NA,NA,NA,NA,20,>80,nr,1,20,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72905,1,1,1,no,SMS,SMS,729,95,4,9504,2009,2,Queen's Sedgemoor,5,ST,52363,41225,52363,41225,1,40002,0.8125,RM  SS,1,3,W,18,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,190,nr,1.1,15,70,0,18.98,0.77,0.59,126.3,7.95,NA,30,70,nr,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72906,1,1,1,no,SMS,SMS,729,95,4,9504,2009,2,Queen's Sedgemoor,6,ST,52359,41222,52359,41222,1,40002,0.8125,RM  SS,1,3,W,18,nr,nr,pasture,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,190,nr,1.1,15,70,0,NA,NA,NA,NA,NA,NA,30,60,nr,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73001,1,1,no entries for distal - mirrored P values where applicable.,no,SMS,MP,730,96,1,9601,2009,2,Long Sutton,1,ST,46410,25363,46410,25363,1,40002,0.652777778,MP BP,1,3,W,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1,250,nr,1.5,40,260,0,14.75,0.36,0.27,161.1,7.43,NA,7,30,7 (seems wrong),2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73002,1,1,no entries for distal - mirrored P values where applicable.,no,SMS,MP,730,96,1,9601,2009,2,Long Sutton,2,ST,46406,25365,46406,25365,1,40002,0.652777778,MP BP,1,3,W,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1,250,nr,1.5,40,260,0,NA,NA,NA,NA,NA,NA,20,40,7 (seems wrong),2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73003,1,1,no entries for distal - mirrored P values where applicable.,no,SMS,MP,730,96,1,9601,2009,2,Long Sutton,3,ST,46400,25364,46400,25364,1,40002,0.652777778,MP BP,1,3,W,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1,250,nr,1.5,40,260,0,14.5,0.277,0.21,162.4,7.18,NA,15,25,7 (seems wrong),2,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73004,1,1,no entries for distal - mirrored P values where applicable.,no,SMS,MP,730,96,1,9601,2009,2,Long Sutton,4,ST,46395,25363,46395,25363,1,40002,0.652777778,MP BP,1,3,W,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1,250,nr,1.5,40,260,0,NA,NA,NA,NA,NA,NA,10,20,7 (seems wrong),3,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73005,1,1,no entries for distal - mirrored P values where applicable.,no,SMS,MP,730,96,1,9601,2009,2,Long Sutton,5,ST,46394,25364,46394,25364,1,40002,0.652777778,MP BP,1,3,W,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1,250,nr,1.5,40,260,0,14.35,0.268,0.2,164.6,6.92,NA,5,20,7 (seems wrong),3,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
73006,1,1,no entries for distal - mirrored P values where applicable.,no,SMS,MP,730,96,1,9601,2009,2,Long Sutton,6,ST,46388,25364,46388,25364,1,40002,0.652777778,MP BP,1,3,W,25,nr,nr,pasture,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rhyne,1,250,nr,1.5,40,260,0,NA,NA,NA,NA,NA,NA,15,25,7 (seems wrong),4,90,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
73101,1,1,no entries for distal - mirrored P values where applicable.,no,SMS,MP,731,96,2,9602,2009,2,Long Sutton,1,ST,46492,25307,46492,25307,1,40002,0.618055556,MP BP,1,nr,nr,nr,nr,nr,pasture,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,190,nr,1.5,100,50,0,16.12,0.808,0.69,148.8,7.5,NA,15,40,nr,2,90,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73102,1,1,no entries for distal - mirrored P values where applicable.,no,SMS,MP,731,96,2,9602,2009,2,Long Sutton,2,ST,46494,25306,46494,25306,1,40002,0.618055556,MP BP,1,nr,nr,nr,nr,nr,pasture,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,190,nr,1.5,100,50,0,NA,NA,NA,NA,NA,NA,15,50,nr,4,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73103,1,1,no entries for distal - mirrored P values where applicable.,no,SMS,MP,731,96,2,9602,2009,2,Long Sutton,3,ST,46495,25311,46495,25311,1,40002,0.618055556,MP BP,1,nr,nr,nr,nr,nr,pasture,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,3,190,nr,1.5,100,50,0,15.62,0.908,0.7,152.8,7.27,NA,nr,40,nr,4,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
