Interlink_larva_dippin_with_metadata,SORT,Dip-specific_predator_data,Detailled_pics,Detailled_veg_data,Shade_assessed_in_situ?,Data_entered_by/comment,WHO_assessed_vegetation,CrossRef,Site,plot,Plot_ID,Year,Season,Location,Dip_point,Eastings,Northings,Water_tier_management,Date,No_of_dips,Rhyne_dry,Totals_N_larvae,Totals_NOT_Ided,Totals_N_An_maculipennis,Totals_N_An_claviger,Totals_N_Cx_pipiens,Totals_N_Cs_annulata,Totals_N_Cs_morsitans,Totals_N_Oc_annulipes_cantans,Totals_N_Oc_caspius,A_round_dip_location,A_round_Nlarvae,A_round_NOT_Ided,A_round_An_maculipennis,A_round_An_claviger,A_round_Cx_pipiens,A_round_Cs_annulata,A_round_Cs_morsitans,A_round_Oc_annulipes_cantans,A_round_Oc_caspius,B_round_dip_location,B_round_Nlarvae,B_round_NOT_Ided,B_round_An_maculipennis,B_round_An_claviger,B_round_Cx_pipiens,B_round_Cs_annulata,B_round_Cs_morsitans,B_round_Oc_annulipes_cantans,B_round_Oc_caspius,C_round_dip_location,C_round_Nlarvae,C_round_NOT_Ided,C_round_An_maculipennis,C_round_An_claviger,C_round_Cx_pipiens,C_round_Cs_annulata,C_round_Cs_morsitans,C_round_Oc_annulipes_cantans,C_round_Oc_caspius
16503,2249,,,,,,,165,89,3,8903,2009,3,Tadham Moor,3,,,3,40057,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
16504,2250,,,,,,,165,89,3,8903,2009,3,Tadham Moor,4,,,3,40057,3,0,1,0,0,0,0,1,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,1,0,0,0,0,1,0,0,0
16505,2251,,,,,,,165,89,3,8903,2009,3,Tadham Moor,5,,,3,40057,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16506,2252,,,,,,,165,89,3,8903,2009,3,Tadham Moor,6,,,3,40057,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16601,2253,,,,,,,166,89,4,8904,2009,3,Tadham Moor,1,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
16602,2254,,,,,,,166,89,4,8904,2009,3,Tadham Moor,2,,,3,40058,3,0,3,0,0,3,0,0,0,0,0,P,1,0,0,1,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,2,0,0,2,0,0,0,0,0
16603,2255,,,,,,,166,89,4,8904,2009,3,Tadham Moor,3,,,3,40058,3,0,1,0,0,1,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,1,0,0,1,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
16604,2256,,,,,,,166,89,4,8904,2009,3,Tadham Moor,4,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
16605,2257,,,,,,,166,89,4,8904,2009,3,Tadham Moor,5,,,3,40058,3,0,1,0,0,1,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,1,0,0,1,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
16606,2258,,,,,,,166,89,4,8904,2009,3,Tadham Moor,6,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
16701,2259,,,,,,,167,90,1,9001,2009,3,Moorlinch,1,,,3,40060,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
16702,2260,,,,,,,167,90,1,9001,2009,3,Moorlinch,2,,,3,40060,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
16703,2261,,,,,,,167,90,1,9001,2009,3,Moorlinch,3,,,3,40060,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
16704,2262,,,,,,,167,90,1,9001,2009,3,Moorlinch,4,,,3,40060,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
16705,2263,,,,,,,167,90,1,9001,2009,3,Moorlinch,5,,,3,40060,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
16706,2264,,,,,,,167,90,1,9001,2009,3,Moorlinch,6,,,3,40060,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
16801,2265,,,,,,,168,90,2,9002,2009,3,Moorlinch,1,,,3,40057,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
16802,2266,,,,,,,168,90,2,9002,2009,3,Moorlinch,2,,,3,40057,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
16803,2267,,,,,,,168,90,2,9002,2009,3,Moorlinch,3,,,3,40057,3,0,1,0,1,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,1,0,1,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
16804,2268,,,,,,,168,90,2,9002,2009,3,Moorlinch,4,,,3,40057,3,0,1,0,0,1,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,1,0,0,1,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
16805,2269,,,,,,,168,90,2,9002,2009,3,Moorlinch,5,,,3,40057,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
16806,2270,,,,,,,168,90,2,9002,2009,3,Moorlinch,6,,,3,40057,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
16901,2271,,,,,,,169,90,3,9003,2009,3,Moorlinch,1,,,3,40057,3,0,2,0,2,0,0,0,0,0,0,P,2,0,2,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
16902,2272,,,,,,,169,90,3,9003,2009,3,Moorlinch,2,,,3,40057,3,0,1,0,1,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,1,0,1,0,0,0,0,0,0
16903,2273,,,,,,,169,90,3,9003,2009,3,Moorlinch,3,,,3,40057,3,0,1,0,1,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,1,0,1,0,0,0,0,0,0
16904,2274,,,,,,,169,90,3,9003,2009,3,Moorlinch,4,,,3,40057,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
16905,2275,,,,,,,169,90,3,9003,2009,3,Moorlinch,5,,,3,40057,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
16906,2276,,,,,,,169,90,3,9003,2009,3,Moorlinch,6,,,3,40057,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17001,2277,,,,,,,170,90,4,9004,2009,3,Moorlinch,1,,,3,40060,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17002,2278,,,,,,,170,90,4,9004,2009,3,Moorlinch,2,,,3,40060,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17003,2279,,,,,,,170,90,4,9004,2009,3,Moorlinch,3,,,3,40060,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17004,2280,,,,,,,170,90,4,9004,2009,3,Moorlinch,4,,,3,40060,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17005,2281,,,,,,,170,90,4,9004,2009,3,Moorlinch,5,,,3,40060,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17006,2282,,,,,,,170,90,4,9004,2009,3,Moorlinch,6,,,3,40060,3,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10701,2283,,,,,,,107,91,1,9101,2009,3,King Sedgemoor,1,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
10702,2284,,,,,,,107,91,1,9101,2009,3,King Sedgemoor,2,,,3,40050,3,0,5,0,0,0,0,5,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,5,0,0,0,0,5,0,0,0
10703,2285,,,,,,,107,91,1,9101,2009,3,King Sedgemoor,3,,,3,40050,3,0,267,0,1,1,0,265,0,0,0,P,120,0,0,0,0,120,0,0,0,C,77,0,1,0,0,76,0,0,0,P,70,0,0,1,0,69,0,0,0
10704,2286,,,,,,,107,91,1,9101,2009,3,King Sedgemoor,4,,,3,40050,3,0,1,0,0,0,0,1,0,0,0,C,1,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
10705,2287,,,,,,,107,91,1,9101,2009,3,King Sedgemoor,5,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
10706,2288,,,,,,,107,91,1,9101,2009,3,King Sedgemoor,6,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
10801,2289,,,,,,,108,91,2,9102,2009,3,King Sedgemoor,1,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
10802,2290,,,,,,,108,91,2,9102,2009,3,King Sedgemoor,2,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
10803,2291,,,,,,,108,91,2,9102,2009,3,King Sedgemoor,3,,,3,40050,3,0,1,0,0,0,0,1,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,1,0,0,0,0,1,0,0,0
10804,2292,,,,,,,108,91,2,9102,2009,3,King Sedgemoor,4,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
10805,2293,,,,,,,108,91,2,9102,2009,3,King Sedgemoor,5,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
10806,2294,,,,,,,108,91,2,9102,2009,3,King Sedgemoor,6,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
10901,2295,,,,,,,109,91,3,9103,2009,3,King Sedgemoor,1,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
10902,2296,,,,,,,109,91,3,9103,2009,3,King Sedgemoor,2,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
10903,2297,,,,,,,109,91,3,9103,2009,3,King Sedgemoor,3,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
10904,2298,,,,,,,109,91,3,9103,2009,3,King Sedgemoor,4,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
10905,2299,,,,,,,109,91,3,9103,2009,3,King Sedgemoor,5,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
10906,2300,,,,,,,109,91,3,9103,2009,3,King Sedgemoor,6,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
11001,2301,,,,,,,110,91,4,9104,2009,3,King Sedgemoor,1,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
11002,2302,,,,,,,110,91,4,9104,2009,3,King Sedgemoor,2,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
11003,2303,,,,,,,110,91,4,9104,2009,3,King Sedgemoor,3,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
11004,2304,,,,,,,110,91,4,9104,2009,3,King Sedgemoor,4,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
11005,2305,,,,,,,110,91,4,9104,2009,3,King Sedgemoor,5,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
11006,2306,,,,,,,110,91,4,9104,2009,3,King Sedgemoor,6,,,3,40050,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17101,2307,,,,,,,171,92,1,9201,2009,3,Catcott,1,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17102,2308,,,,,,,171,92,1,9201,2009,3,Catcott,2,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17103,2309,,,,,,,171,92,1,9201,2009,3,Catcott,3,,,3,40058,3,0,4,0,4,0,0,0,0,0,0,P,4,0,4,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17104,2310,,,,,,,171,92,1,9201,2009,3,Catcott,4,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17105,2311,,,,,,,171,92,1,9201,2009,3,Catcott,5,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17106,2312,,,,,,,171,92,1,9201,2009,3,Catcott,6,,,3,40058,3,0,1,0,1,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,1,0,1,0,0,0,0,0,0
17201,2313,,,,,,,172,92,2,9202,2009,3,Catcott,1,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17202,2314,,,,,,,172,92,2,9202,2009,3,Catcott,2,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17203,2315,,,,,,,172,92,2,9202,2009,3,Catcott,3,,,3,40058,3,0,1,0,1,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,1,0,1,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17204,2316,,,,,,,172,92,2,9202,2009,3,Catcott,4,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17205,2317,,,,,,,172,92,2,9202,2009,3,Catcott,5,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17206,2318,,,,,,,172,92,2,9202,2009,3,Catcott,6,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17301,2319,,,,,,,173,92,3,9203,2009,3,Catcott,1,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17302,2320,,,,,,,173,92,3,9203,2009,3,Catcott,2,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17303,2321,,,,,,,173,92,3,9203,2009,3,Catcott,3,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17304,2322,,,,,,,173,92,3,9203,2009,3,Catcott,4,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17305,2323,,,,,,,173,92,3,9203,2009,3,Catcott,5,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17306,2324,,,,,,,173,92,3,9203,2009,3,Catcott,6,,,3,40058,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17401,2325,,,,,,,174,92,4,9204,2009,3,Catcott,1,,,3,40057,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17402,2326,,,,,,,174,92,4,9204,2009,3,Catcott,2,,,3,40057,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17403,2327,,,,,,,174,92,4,9204,2009,3,Catcott,3,,,3,40057,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17404,2328,,,,,,,174,92,4,9204,2009,3,Catcott,4,,,3,40057,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17405,2329,,,,,,,174,92,4,9204,2009,3,Catcott,5,,,3,40057,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17406,2330,,,,,,,174,92,4,9204,2009,3,Catcott,6,,,3,40057,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
17501,2331,,,,,,,175,93,1,9301,2009,3,Mark,1,,,1,40061,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17502,2332,,,,,,,175,93,1,9301,2009,3,Mark,2,,,1,40061,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
17503,2333,,,,,,,175,93,1,9301,2009,3,Mark,3,,,1,40061,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17504,2334,,,,,,,175,93,1,9301,2009,3,Mark,4,,,1,40061,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17505,2335,,,,,,,175,93,1,9301,2009,3,Mark,5,,,1,40061,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17506,2336,,,,,,,175,93,1,9301,2009,3,Mark,6,,,1,40061,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17601,2337,,,,,,,176,93,2,9302,2009,3,Mark,1,,,1,40061,3,0,28,0,0,0,25,3,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,P,28,0,0,0,25,3,0,0,0
17602,2338,,,,,,,176,93,2,9302,2009,3,Mark,2,,,1,40061,3,0,8,0,0,0,8,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,8,0,0,0,8,0,0,0,0
17603,2339,,,,,,,176,93,2,9302,2009,3,Mark,3,,,1,40061,3,0,364,0,0,0,288,76,0,0,0,P,364,0,0,0,288,76,0,0,0,C,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
17604,2340,,,,,,,176,93,2,9302,2009,3,Mark,4,,,1,40061,3,0,4,0,0,0,0,4,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,4,0,0,0,0,4,0,0,0
17605,2341,,,,,,,176,93,2,9302,2009,3,Mark,5,,,1,40061,3,0,53,0,0,0,24,29,0,0,0,C,10,0,0,0,0,10,0,0,0,P,40,0,0,0,23,17,0,0,0,C,3,0,0,0,1,2,0,0,0
17606,2342,,,,,,,176,93,2,9302,2009,3,Mark,6,,,1,40061,3,0,1,0,0,0,1,0,0,0,0,P,1,0,0,0,1,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17701,2343,,,,,,,177,93,3,9303,2009,3,Mark,1,,,1,40061,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17702,2344,,,,,,,177,93,3,9303,2009,3,Mark,2,,,1,40061,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17703,2345,,,,,,,177,93,3,9303,2009,3,Mark,3,,,1,40061,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17704,2346,,,,,,,177,93,3,9303,2009,3,Mark,4,,,1,40061,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
17705,2347,,,,,,,177,93,3,9303,2009,3,Mark,5,,,1,40061,3,0,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
17706,2348,,,,,,,177,93,3,9303,2009,3,Mark,6,,,1,40061,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
10401,2349,,,,,,,104,95,1,9501,2009,3,Queen's Sedgemoor,1,,,1,40051,3,0,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0
10402,2350,,,,,,,104,95,1,9501,2009,3,Queen's Sedgemoor,2,,,1,40051,3,0,1,0,0,1,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,D,1,0,0,1,0,0,0,0,0,D,0,0,0,0,0,0,0,0,0
10403,2351,,,,,,,104,95,1,9501,2009,3,Queen's Sedgemoor,3,,,1,40051,3,0,14,0,0,13,0,1,0,0,0,P,9,0,0,9,0,0,0,0,0,D,5,0,0,4,0,1,0,0,0,P,0,0,0,0,0,0,0,0,0
10404,2352,,,,,,,104,95,1,9501,2009,3,Queen's Sedgemoor,4,,,1,40051,3,0,7,0,0,5,0,2,0,0,0,P,1,0,0,1,0,0,0,0,0,P,1,0,0,1,0,0,0,0,0,C,5,0,0,3,0,2,0,0,0
10405,2353,,,,,,,104,95,1,9501,2009,3,Queen's Sedgemoor,5,,,1,40051,3,0,35,0,0,27,0,8,0,0,0,C,17,0,0,13,0,4,0,0,0,P,12,0,0,11,0,1,0,0,0,D,6,0,0,3,0,3,0,0,0
10406,2354,,,,,,,104,95,1,9501,2009,3,Queen's Sedgemoor,6,,,1,40051,3,0,27,0,0,6,0,21,0,0,0,C,3,0,0,1,0,2,0,0,0,D,15,0,0,0,0,15,0,0,0,D,9,0,0,5,0,4,0,0,0
12601,2355,,,,,,,126,95,2,9502,2009,3,Queen's Sedgemoor,1,,,1,40051,3,0,0,0,0,0,0,0,0,0,0,C,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0,P,0,0,0,0,0,0,0,0,0
