Interlink_larva_dippin_with_metadata,1,Dip-specific_predator_data,Detailled_pics,Detailled_veg_data,Shade_assessed_in_situ?,Data_entered_by/comment,WHO_assessed_vegetation,Cross_Ref,Site,Plot,Plot_ID,Year,Season,Location,Dip_point,NEW_averaged_GPS_readings_ST,NEW_averaged_GPS_readings_Eastings,NEW_averaged_GPS_readings_Northings,Eastings_recordings_from_field_data_sheet,Northings_recordings_from_field_data_sheet,Water_tier_management,Sample_date,Sampling_time,Operator,"Weather (1=sunny, 2=sunny spells, 3=overcast, 4=rain)",Wind_speed,Wind_direction,Air_temperature_[°C],Minimum_air_t_[°C],Maximum_air_t_[°C],"Landcover - rough pasture, rough pasture, reed bed, wet woodland",Buttercup,Grass,Clover,Carex,Juncus,Marsh_marigold,Meadow_sweet,Nettles,Thistle,Water_mint,Dandelion,Birch,Alder,Dog_rose,Hawthorn,Oak,Sallow,Willow,Ladie's_frock,Cows_visible,Sheep_visible,Other_life_stock_visible,Rhyne_cleared,Rhyne_Dry,Dry_ever_(in_that_year),Dry_ever_(all_years),water_body,Average_width_[m],Approx._length_[m]__,Approx._size_[m2],Waterboard_(water_level_below_land)_[m],Distance_dip1_to_rhyne_end_[m],Rhyne_direction_[degrees],Flow_speed_[m/s],Water_temperature_[?C],Turbidity,Salinity,Dissolved_oxygen,pH_probe,pH_-_new_pH_probe,av.depth_proximal_edge_[cm],av.depth_centre_[cm],"av.depth_[cm,_three_measurements,_not_carried_out_beyond_2009]","Exposure_-_1=_sun,_3_=_shade,_2_=_partial_shade,_4_=_open_but_emergent_vegetation_within_rhyne,_5_=_open_but_shaded_by_very_high_bank_or_dense_overhanging_bank_vegetation",Percentage_water_shaded,Fish,Water_boatman,WBL_Water_beetle_larva,Water_beetle,Damselfly_larva,Dragonfly_larva,Phantom_midge,Backswimmer,Saucer_bug,Water_scorpion,Water_spider,Newt,Tadpole,Frog,Flatworm,Gammarus
11504,545,1,1,0 (very corse estimate from photo and season 2 data),no,SMS,SMS (used photo and adjusted values for emergent vegetation),115,86,4,8604,2009,3,Southlake Moor,4,ST,37042,29967,37042,29967,3,40052,0.809027778,SS NG MP RM,3,2 to 3,SSW,16,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.6,nr,nr,0,NA,NA,NA,NA,NA,NA,20,20,nr,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11505,546,1,1,0 (very corse estimate from photo and season 2 data),no,SMS,SMS (used photo and adjusted values for emergent vegetation),115,86,4,8604,2009,3,Southlake Moor,5,ST,37041,29967,37042,29967,3,40052,0.809027778,SS NG MP RM,3,2 to 3,SSW,16,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.6,nr,nr,0,16.05,0.288,0.21,149.1,6.13,NA,20,20,nr,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11506,547,1,1,0 (very corse estimate from photo and season 2 data),no,SMS,SMS (used photo and adjusted values for emergent vegetation),115,86,4,8604,2009,3,Southlake Moor,6,ST,37041,29966,37041,29966,3,40052,0.809027778,SS NG MP RM,3,2 to 3,SSW,16,nr,nr,rough pasture,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2,nr,nr,0.6,nr,nr,0,NA,NA,NA,NA,NA,NA,15,15,nr,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15501,548,1,1,1,no,SMS,BP or MP,155,87,1,8701,2009,3,East & West Waste,1,ST,48122,41699,48122,41699,3,40059,0.416666667,BP MN MP SS ,1,5,W,22,nr,nr,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.95,nr,nr,0,13.19,0.33,0.25,176.2,6.77,NA,10,40,nr,1,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15502,549,1,1,1,no,SMS,BP or MP,155,87,1,8701,2009,3,East & West Waste,2,ST,48118,41696,nr,nr,3,40059,0.416666667,BP MN MP SS ,1,5,W,22,nr,nr,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.95,nr,nr,0,NA,NA,NA,NA,NA,NA,15,40,nr,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15503,550,1,1,1,no,SMS,BP or MP,155,87,1,8701,2009,3,East & West Waste,3,ST,48118,41695,nr,nr,3,40059,0.416666667,BP MN MP SS ,1,5,W,22,nr,nr,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.95,nr,nr,0,13.39,0.375,0.28,174,6.67,NA,20,45,nr,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15504,551,1,1,1,no,SMS,BP or MP,155,87,1,8701,2009,3,East & West Waste,4,ST,48117,41695,nr,nr,3,40059,0.416666667,BP MN MP SS ,1,5,W,22,nr,nr,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.95,nr,nr,0,NA,NA,NA,NA,NA,NA,20,45,nr,4,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15505,552,1,1,1,no,SMS,BP or MP,155,87,1,8701,2009,3,East & West Waste,5,ST,48116,41695,nr,nr,3,40059,0.416666667,BP MN MP SS ,1,5,W,22,nr,nr,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.95,nr,nr,0,13.73,0.422,0.32,170.5,6.6,NA,25,40,nr,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15506,553,1,1,1,no,SMS,BP or MP,155,87,1,8701,2009,3,East & West Waste,6,ST,48113,41692,48113,41692,3,40059,0.416666667,BP MN MP SS ,1,5,W,22,nr,nr,rough pasture,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.95,nr,nr,0,NA,NA,NA,NA,NA,NA,10,45,nr,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15601,554,1,1,1,no,SMS,MP,156,87,2,8702,2009,3,East & West Waste,1,ST,47987,41852,47987,41852,3,40059,0.444444444,MN BP MP SS ,2,4 to 5,W,14,nr,nr,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.45,>50,40,0,13.49,0.319,0.24,173.1,6.7,NA,15,>60,nr,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15602,555,1,1,1,no,SMS,MP,156,87,2,8702,2009,3,East & West Waste,2,ST,47989,41853,nr,nr,3,40059,0.444444444,MN BP MP SS ,2,4 to 5,W,14,nr,nr,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.45,>50,40,0,NA,NA,NA,NA,NA,NA,20,50,nr,1,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15603,556,1,1,1,no,SMS,MP,156,87,2,8702,2009,3,East & West Waste,3,ST,47990,41855,nr,nr,3,40059,0.444444444,MN BP MP SS ,2,4 to 5,W,14,nr,nr,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.45,>50,40,0,13.54,0.322,0.24,172.6,6.63,NA,20,>60,nr,1,30,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
15604,557,1,1,1,no,SMS,MP,156,87,2,8702,2009,3,East & West Waste,4,ST,47995,41859,nr,nr,3,40059,0.444444444,MN BP MP SS ,2,4 to 5,W,14,nr,nr,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.45,>50,40,0,NA,NA,NA,NA,NA,NA,25,>90,nr,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15605,558,1,1,1,no,SMS,MP,156,87,2,8702,2009,3,East & West Waste,5,ST,47997,41860,nr,nr,3,40059,0.444444444,MN BP MP SS ,2,4 to 5,W,14,nr,nr,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.45,>50,40,0,13.5,0.315,0.24,173.4,6.65,NA,20,>90,nr,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15606,559,1,1,1,no,SMS,MP,156,87,2,8702,2009,3,East & West Waste,6,ST,47998,41861,47998,41861,3,40059,0.444444444,MN BP MP SS ,2,4 to 5,W,14,nr,nr,rough pasture,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.45,>50,40,0,NA,NA,NA,NA,NA,NA,25,>90,nr,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15701,560,1,1,1,no,SMS,MP,157,87,3,8703,2009,3,East & West Waste,1,ST,47792,41852,47792,41852,3,40059,0.46875,BP MP SS ,3,5 to 6,W,17,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.75,nr,nr,0,13.49,0.372,0.28,173.3,6.82,NA,20,30,nr,5,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15702,561,1,1,1,no,SMS,MP,157,87,3,8703,2009,3,East & West Waste,2,ST,47792,41852,nr,nr,3,40059,0.46875,BP MP SS ,3,5 to 6,W,17,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.75,nr,nr,0,NA,NA,NA,NA,NA,NA,40,40,nr,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15703,562,1,1,1,no,SMS,MP,157,87,3,8703,2009,3,East & West Waste,3,ST,47793,41847,nr,nr,3,40059,0.46875,BP MP SS ,3,5 to 6,W,17,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.75,nr,nr,0,13.79,0.41,0.31,170,6.56,NA,5,70,nr,4,80,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
15704,563,1,1,1,no,SMS,MP,157,87,3,8703,2009,3,East & West Waste,4,ST,47793,41843,nr,nr,3,40059,0.46875,BP MP SS ,3,5 to 6,W,17,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.75,nr,nr,0,NA,NA,NA,NA,NA,NA,60,80,nr,5,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15705,564,1,1,1,no,SMS,MP,157,87,3,8703,2009,3,East & West Waste,5,ST,47794,41837,nr,nr,3,40059,0.46875,BP MP SS ,3,5 to 6,W,17,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.75,nr,nr,0,13.56,0.374,0.23,172.2,6.58,NA,20,50,nr,4,85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15706,565,1,1,1,no,SMS,MP,157,87,3,8703,2009,3,East & West Waste,6,ST,47794,41834,47794,41834,3,40059,0.46875,BP MP SS ,3,5 to 6,W,17,nr,nr,rough pasture,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,2.5,nr,nr,0.75,nr,nr,0,NA,NA,NA,NA,NA,NA,10,90,nr,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15801,566,1,1,1,no,SMS,MP,158,87,4,8704,2009,3,East & West Waste,1,ST,47838,41621,47838,41621,3,40059,0.493055556,BP MP SS ,2,5,WSW,16,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,>3,nr,nr,1,nr,nr,0,13.86,0.354,0.26,169.5,7.04,NA,30,>100,,1,20,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15802,567,1,1,1,no,SMS,MP,158,87,4,8704,2009,3,East & West Waste,2,ST,47838,41621,nr,nr,3,40059,0.493055556,BP MP SS ,2,5,WSW,16,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,>3,nr,nr,1,nr,nr,0,NA,NA,NA,NA,NA,NA,25,80,,1,20,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15803,568,1,1,1,no,SMS,MP,158,87,4,8704,2009,3,East & West Waste,3,ST,47838,41622,nr,nr,3,40059,0.493055556,BP MP SS ,2,5,WSW,16,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,>3,nr,nr,1,nr,nr,0,13.62,0.359,0.27,171.8,6.96,NA,30,80,,1,20,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0
15804,569,1,1,1,no,SMS,MP,158,87,4,8704,2009,3,East & West Waste,4,ST,47835,41625,nr,nr,3,40059,0.493055556,BP MP SS ,2,5,WSW,16,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,>3,nr,nr,1,nr,nr,0,NA,NA,NA,NA,NA,NA,20,90,,1,20,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
15805,570,1,1,1,no,SMS,MP,158,87,4,8704,2009,3,East & West Waste,5,ST,47835,41626,nr,nr,3,40059,0.493055556,BP MP SS ,2,5,WSW,16,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,>3,nr,nr,1,nr,nr,0,13.91,0.391,0.29,168.8,6.86,NA,20,90,,1,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15806,571,1,1,1,no,SMS,MP,158,87,4,8704,2009,3,East & West Waste,6,ST,47835,41628,47835,41628,3,40059,0.493055556,BP MP SS ,2,5,WSW,16,nr,nr,rough pasture,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,>3,nr,nr,1,nr,nr,0,NA,NA,NA,NA,NA,NA,nr,nr,,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15901,572,1,1,1,no,SMS,MP,159,88,1,8801,2009,3,Cheddar Moor Drove,1,ST,46019,51987,46019,51987,1,40061,0.479166667,BP MN MP SS ,nr,1 to 2,W,16,nr,nr,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,2.3,nr,nr,1.4,nr,nr,0,13.29,0.498,0.38,174,7.31,NA,5,30,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15902,573,1,1,1,no,SMS,MP,159,88,1,8801,2009,3,Cheddar Moor Drove,2,ST,46021,51985,nr,nr,1,40061,0.479166667,BP MN MP SS ,nr,1 to 2,W,16,nr,nr,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,2.3,nr,nr,1.4,nr,nr,0,NA,NA,NA,NA,NA,NA,5,5,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15903,574,1,1,1,no,SMS,MP,159,88,1,8801,2009,3,Cheddar Moor Drove,3,ST,46024,51991,nr,nr,1,40061,0.479166667,BP MN MP SS ,nr,1 to 2,W,16,nr,nr,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,2.3,nr,nr,1.4,nr,nr,0,13.09,0.489,0.37,177.6,7.36,NA,2.5555555,5,,4,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15904,575,1,1,1,no,SMS,MP,159,88,1,8801,2009,3,Cheddar Moor Drove,4,ST,46026,51990,nr,nr,1,40061,0.479166667,BP MN MP SS ,nr,1 to 2,W,16,nr,nr,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,2.3,nr,nr,1.4,nr,nr,0,NA,NA,NA,NA,NA,NA,2.5555555,5,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15905,576,1,1,1,no,SMS,MP,159,88,1,8801,2009,3,Cheddar Moor Drove,5,ST,46028,51986,nr,nr,1,40061,0.479166667,BP MN MP SS ,nr,1 to 2,W,16,nr,nr,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,2.3,nr,nr,1.4,nr,nr,0,13.09,0.48,0.36,177.2,7.04,NA,5,10,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15906,577,1,1,1,no,SMS,MP,159,88,1,8801,2009,3,Cheddar Moor Drove,6,ST,46031,51982,46031,51982,1,40061,0.479166667,BP MN MP SS ,nr,1 to 2,W,16,nr,nr,pasture,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,2.3,nr,nr,1.4,nr,nr,0,NA,NA,NA,NA,NA,NA,2.5555555,5,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16001,578,1,1,1,no,SMS,MP,160,88,2,8802,2009,3,Cheddar Moor Drove,1,ST,45912,51869,45912,51869,1,40061,0.513888889,SS BP MN MP,2,1 to 2,W,18,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.7,nr,nr,1.1,nr,nr,0,12.93,0.699,0.54,178.6,7.4,NA,2.5555555,5,,4,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16002,579,1,1,1,no,SMS,MP,160,88,2,8802,2009,3,Cheddar Moor Drove,2,ST,45912,51868,nr,nr,1,40061,0.513888889,SS BP MN MP,2,1 to 2,W,18,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.7,nr,nr,1.1,nr,nr,0,NA,NA,NA,NA,NA,NA,2.5555555,5,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16003,580,1,1,1,no,SMS,MP,160,88,2,8802,2009,3,Cheddar Moor Drove,3,ST,45911,51866,nr,nr,1,40061,0.513888889,SS BP MN MP,2,1 to 2,W,18,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.7,nr,nr,1.1,nr,nr,0,12.95,0.697,0.53,178.9,7.05,NA,2.5555555,5,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16004,581,1,1,1,no,SMS,MP,160,88,2,8802,2009,3,Cheddar Moor Drove,4,ST,45909,51861,nr,nr,1,40061,0.513888889,SS BP MN MP,2,1 to 2,W,18,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.7,nr,nr,1.1,nr,nr,0,NA,NA,NA,NA,NA,NA,2.5555555,5,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16005,582,1,1,1,no,SMS,MP,160,88,2,8802,2009,3,Cheddar Moor Drove,5,ST,45907,51857,nr,nr,1,40061,0.513888889,SS BP MN MP,2,1 to 2,W,18,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.7,nr,nr,1.1,nr,nr,0,13.01,0.693,0.53,178.4,7.14,NA,2.5555555,5,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16006,583,1,1,1,no,SMS,MP,160,88,2,8802,2009,3,Cheddar Moor Drove,6,ST,45906,51851,45906,51851,1,40061,0.513888889,SS BP MN MP,2,1 to 2,W,18,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rhyne,1.7,nr,nr,1.1,nr,nr,0,NA,NA,NA,NA,NA,NA,2.5555555,5,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16101,584,1,1,1,no,SMS,MP,161,88,3,8803,2009,3,Cheddar Moor Drove,1,ST,45951,51785,45954,51783,1,40061,0.541666667,SS BP MN MP,2,2 to 3,W,16,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,rhyne,7,nr,nr,1.15,nr,nr,0,15.16,0.456,0.34,157.2,7.85,NA,20,>100,,1,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16102,585,1,1,1,no,SMS,MP,161,88,3,8803,2009,3,Cheddar Moor Drove,2,ST,45947,51788,nr,nr,1,40061,0.541666667,SS BP MN MP,2,2 to 3,W,16,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,rhyne,7,nr,nr,1.15,nr,nr,0,NA,NA,NA,NA,NA,NA,10,>100,,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16103,586,1,1,1,no,SMS,MP,161,88,3,8803,2009,3,Cheddar Moor Drove,3,ST,45945,51790,nr,nr,1,40061,0.541666667,SS BP MN MP,2,2 to 3,W,16,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,rhyne,7,nr,nr,1.15,nr,nr,0,15.08,0.456,0.34,157.7,7.9,NA,20,>100,,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16104,587,1,1,1,no,SMS,MP,161,88,3,8803,2009,3,Cheddar Moor Drove,4,ST,45938,51786,nr,nr,1,40061,0.541666667,SS BP MN MP,2,2 to 3,W,16,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,rhyne,7,nr,nr,1.15,nr,nr,0,NA,NA,NA,NA,NA,NA,10,>100,,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16105,588,1,1,1,no,SMS,MP,161,88,3,8803,2009,3,Cheddar Moor Drove,5,ST,45932,51784,nr,nr,1,40061,0.541666667,SS BP MN MP,2,2 to 3,W,16,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,rhyne,7,nr,nr,1.15,nr,nr,0,15.04,0.459,0.35,158.1,7.92,NA,10,>100,,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16106,589,1,1,1,no,SMS,MP,161,88,3,8803,2009,3,Cheddar Moor Drove,6,ST,45933,51784,45936,51785,1,40061,0.541666667,SS BP MN MP,2,2 to 3,W,16,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,rhyne,7,nr,nr,1.15,nr,nr,0,NA,NA,NA,NA,NA,NA,10,>100,,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16201,590,1,1,1,no,SMS,MP,162,88,4,8804,2009,3,Cheddar Moor Drove,1,ST,46237,51807,46237,51807,1,40061,0.565972222,SS BP MN MP,3,0,NA,16,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.5,nr,nr,1,nr,nr,0,13.74,0.522,0.4,170.5,7.36,NA,2.5555555,2.5555555,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16202,591,1,1,1,no,SMS,MP,162,88,4,8804,2009,3,Cheddar Moor Drove,2,ST,46234,51809,nr,nr,1,40061,0.565972222,SS BP MN MP,3,0,NA,16,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.5,nr,nr,1,nr,nr,0,NA,NA,NA,NA,NA,NA,2.5555555,10,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16203,592,1,1,1,no,SMS,MP,162,88,4,8804,2009,3,Cheddar Moor Drove,3,ST,46228,51813,nr,nr,1,40061,0.565972222,SS BP MN MP,3,0,NA,16,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.5,nr,nr,1,nr,nr,0,13.46,0.483,0.37,173.5,7.46,NA,2.5555555,2.5555555,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16204,593,1,1,1,no,SMS,MP,162,88,4,8804,2009,3,Cheddar Moor Drove,4,ST,46226,51815,nr,nr,1,40061,0.565972222,SS BP MN MP,3,0,NA,16,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.5,nr,nr,1,nr,nr,0,NA,NA,NA,NA,NA,NA,2.5555555,10,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16205,594,1,1,1,no,SMS,MP,162,88,4,8804,2009,3,Cheddar Moor Drove,5,ST,46225,51817,nr,nr,1,40061,0.565972222,SS BP MN MP,3,0,NA,16,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.5,nr,nr,1,nr,nr,0,13.49,0.482,0.36,173.1,7.37,NA,2.5555555,2.5555555,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16206,595,1,1,1,no,SMS,MP,162,88,4,8804,2009,3,Cheddar Moor Drove,6,ST,46223,51818,46223,51818,1,40061,0.565972222,SS BP MN MP,3,0,NA,16,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,rhyne,1.5,nr,nr,1,nr,nr,0,NA,NA,NA,NA,NA,NA,2.5555555,2.5555555,,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16301,596,1,1,1,no,SMS,MP,163,89,1,8901,2009,3,Tadham Moor,1,ST,41365,45660,41365,45652,3,40058,0.59375,SS BP MN MP,4,4 to 5,N,14,nr,nr,pasture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,rhyne,3,nr,nr,0.4,nr,nr,0,15.58,0.537,0.41,153.1,7.11,NA,10,40,,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
